emissions,rows,age,month,veh,size,fuel,pollutant,type_emi,subtype_emi,baseyear
51166474.6525756,1,1,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
24825683.1740602,1,2,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
16487417.0925059,1,3,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
11882788.4703132,1,4,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
29139994.6556603,1,5,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
45824957.1314531,1,6,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
60717722.7730012,1,7,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
50073989.8138171,1,8,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
44098866.4838646,1,9,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
29697025.4470601,1,10,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
39231257.1523961,1,11,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
31062158.9299414,1,12,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
33495041.9759475,1,13,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
25437388.9588182,1,14,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
19142466.8361822,1,15,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
14283417.5275498,1,16,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
10574076.148553,1,17,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
7771136.64168643,1,18,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
5693321.19686541,1,19,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
4130346.95097169,1,20,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
4335391.35512668,1,21,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
3111001.3587927,1,22,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
2221783.0780619,1,23,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
1579898.74997108,1,24,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
1119128.92175859,1,25,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
790053.963362281,1,26,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
556125.154699059,1,27,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
390532.986459991,1,28,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
273757.395914278,1,29,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
191681.587578869,1,30,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
134159.358600968,1,31,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
93939.6182723974,1,32,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
65867.3304708544,1,33,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
46295.2306316741,1,34,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
32654.2424167276,1,35,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
23142.0848584383,1,36,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
16499.0602573053,1,37,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
11847.6037115786,1,38,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
8578.11115350342,1,39,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
6268.12471574317,1,40,1,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
48549428.7352461,1,1,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
23555907.3445402,1,2,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
15644124.137847,1,3,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
11275011.5370013,1,4,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
27649551.8498502,1,5,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
43481117.3850767,1,6,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
57612152.7767961,1,7,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
47512821.9495767,1,8,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
41843312.2508616,1,9,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
28178091.8146226,1,10,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
37224669.7910522,1,11,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
29473401.9017698,1,12,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
31781848.6506473,1,13,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
24136325.8041995,1,14,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
18163374.2756452,1,15,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
13552854.0134558,1,16,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
10033236.8000928,1,17,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
7373661.11578343,1,18,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
5402121.08789812,1,19,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
3919089.3316303,1,20,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
4113646.1924396,1,21,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
2951880.89055412,1,22,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
2108144.05225223,1,23,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
1499090.61141003,1,24,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
1061888.08592731,1,25,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
749644.544630066,1,26,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
527680.649278044,1,27,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
370558.134474636,1,28,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
259755.343199471,1,29,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
181877.521154385,1,30,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
127297.420113273,1,31,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
89134.8257565055,1,32,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
62498.3700438443,1,33,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
43927.3374918963,1,34,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
30984.0540291076,1,35,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
21958.4211585547,1,36,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
15655.1717819053,1,37,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
11241.6263966657,1,38,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
8139.36076225394,1,39,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
5947.52474656351,1,40,2,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
52695793.2004054,1,1,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
25567699.8558509,1,2,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
16980210.7222524,1,3,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
12237954.0143727,1,4,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
30010962.1126359,1,5,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
47194622.6667571,1,6,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
62532519.2828104,1,7,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
51570655.0014441,1,8,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
45416940.7680511,1,9,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
30584642.0385869,1,10,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
40403843.1010123,1,11,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
31990578.0971745,1,12,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
34496177.7646054,1,13,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
26197688.9600832,1,14,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
19714617.4442233,1,15,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
14710335.6511766,1,16,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
10890125.4931668,1,17,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
8003408.71992804,1,18,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
5863489.29549325,1,19,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
4253799.19668499,1,20,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
4464972.18821153,1,21,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
3203986.30865744,1,22,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
2288190.11692095,1,23,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
1627120.46064061,1,24,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
1152578.64893013,1,25,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
813667.94474678,1,26,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
572747.220607857,1,27,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
402205.655796466,1,28,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
281939.750982123,1,29,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
197410.772736773,1,30,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
138169.25759961,1,31,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
96747.3864756108,1,32,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
67836.0439862781,1,33,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
47678.9522064321,1,34,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
33630.2474851306,1,35,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
23833.7803455668,1,36,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
16992.2018904662,1,37,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
12201.7176157801,1,38,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
8834.50295265462,1,39,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
6455.47315928917,1,40,3,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
52251258.4884974,1,1,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
25352014.1359995,1,2,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
16836967.9200642,1,3,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
12134716.2598629,1,4,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
29757793.6225805,1,5,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
46796495.0987559,1,6,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
62005003.256274,1,7,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
51135611.8059316,1,8,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
45033809.4884197,1,9,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
30326634.0608775,1,10,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
40063001.6474151,1,11,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
31720709.8296239,1,12,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
34205172.5910768,1,13,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
25976688.7358294,1,14,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
19548307.5501372,1,15,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
14586241.2135828,1,16,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
10798257.8410311,1,17,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
7935893.02705168,1,18,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
5814025.67863802,1,19,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
4217914.71168974,1,20,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
4427306.27590967,1,21,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
3176957.90573997,1,22,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
2268887.24903266,1,23,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
1613394.28856346,1,24,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
1142855.64854365,1,25,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
806803.950043614,1,26,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
567915.601132263,1,27,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
398812.70230875,1,28,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
279561.344692619,1,29,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
195745.441679846,1,30,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
137003.680095387,1,31,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
95931.2383741633,1,32,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
67263.7881298052,1,33,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
47276.7388987672,1,34,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
33346.547184419,1,35,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
23632.7217403893,1,36,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
16848.8579323758,1,37,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
12098.7855467156,1,38,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
8759.97625922442,1,39,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
6401.01564519159,1,40,4,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
54383547.2247019,1,1,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
26386588.5318332,1,2,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
17524057.1517177,1,3,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
12629914.2617185,1,4,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
30972160.7017905,1,5,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
48706183.8273994,1,6,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
64535326.4265911,1,7,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
53222372.8185245,1,8,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
46871565.8889028,1,9,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
31564214.5916744,1,10,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
41697907.4778676,1,11,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
33015180.3214496,1,12,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
35601029.9607502,1,13,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
27036755.0844225,1,14,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
20346042.1350409,1,15,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
15181481.9550116,1,16,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
11238917.1520433,1,17,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
8259743.89309409,1,18,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
6051286.59493332,1,19,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
4390040.93965394,1,20,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
4607977.43248914,1,21,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
3306604.38227979,1,22,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
2361476.84141339,1,23,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
1679234.28109336,1,24,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
1189493.72573051,1,25,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
839728.304877708,1,26,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
591091.311621143,1,27,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
415087.598982778,1,28,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
290969.787735144,1,29,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
203733.494265205,1,30,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
142594.577086897,1,31,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
99846.035930291,1,32,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
70008.713743706,1,33,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
49206.0255945223,1,34,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
34707.3654500364,1,35,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
24597.1346144635,1,36,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
17536.4323760616,1,37,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
12592.5172747025,1,38,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
9117.45661945487,1,39,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
6662.2306657545,1,40,5,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
50127800.3530267,1,1,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
24321724.2975355,1,2,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
16152724.1804729,1,3,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
11641569.0571155,1,4,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
28548455.6891135,1,5,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
44894715.1014216,1,6,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
59485159.095326,1,7,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
49057492.8468355,1,8,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
43203663.9207206,1,9,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
29094178.8113606,1,10,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
38434866.5700885,1,11,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
30431600.2215663,1,12,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
32815095.9859421,1,13,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
24921012.5162636,1,14,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
18753876.6808566,1,15,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
13993465.5854563,1,16,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
10359423.4641233,1,17,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
7613383.34789767,1,18,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
5577747.34804322,1,19,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
4046501.32245566,1,20,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
4247383.34578789,1,21,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
3047848.34347982,1,22,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
2176681.10459147,1,23,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
1547826.96393096,1,24,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
1096410.71698085,1,25,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
774015.947208674,1,26,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
544835.86988042,1,27,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
382605.206035086,1,28,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
268200.148255956,1,29,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
187790.470591295,1,30,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
131435.93708778,1,31,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
92032.6534507734,1,32,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
64530.230273811,1,33,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
45355.4420967923,1,34,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
31991.3645733781,1,35,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
22672.3028587275,1,36,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
16164.1309901956,1,37,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
11607.0985454515,1,38,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
8403.97635812585,1,39,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
6140.88241318437,1,40,6,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
53179510.9735311,1,1,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
25802396.9746738,1,2,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
17136079.5159251,1,3,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
12350291.556023,1,4,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
30286445.8824176,1,5,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
47627842.7853547,1,6,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
63106532.6743612,1,7,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
52044044.6380905,1,8,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
45833842.7656538,1,9,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
30865391.8677524,1,10,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
40774727.6787663,1,11,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
32284233.6293973,1,12,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
34812833.2939412,1,13,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
26438169.0249077,1,14,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
19895586.5552087,1,15,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
14845368.2670831,1,16,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
10990090.7263037,1,17,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
8076875.51506092,1,18,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
5917312.83267726,1,19,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
4292846.68320672,1,20,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
4505958.12414263,1,21,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
3233397.10273079,1,22,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
2309194.41651724,1,23,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
1642056.51223082,1,24,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
1163158.67332207,1,25,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
821136.959299799,1,26,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
578004.718280637,1,27,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
405897.677727335,1,28,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
284527.799481214,1,29,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
199222.8927103,1,30,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
139437.573750509,1,31,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
97635.4731235096,1,32,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
68458.7407546883,1,33,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
48116.6181980712,1,34,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
33938.9542610455,1,35,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
24052.5610575314,1,36,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
17148.1807563255,1,37,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
12313.7225276517,1,38,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
8915.59872587278,1,39,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
6514.73077572183,1,40,7,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
52995168.9077706,1,1,8,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
25712955.2503553,1,2,8,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
17076678.8136776,1,3,8,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
12307480.3639585,1,4,8,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
30181460.5996216,1,5,8,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
47462745.0857699,1,6,8,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
62887779.4669094,1,7,8,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
51863638.5658366,1,8,8,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
45674963.8082792,1,9,8,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
30758399.7199637,1,10,8,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
40633385.6958573,1,11,8,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
32172323.1922799,1,12,8,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
34692157.6899934,1,13,8,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
26346523.4530745,1,14,8,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
19826620.2661631,1,15,8,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
14793908.112538,1,16,8,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
10951994.5499701,1,17,8,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
8048877.74129278,1,18,8,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
5896800.991719,1,19,8,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
4277965.91030962,1,20,8,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
4490338.61930648,1,21,8,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
3222188.81799048,1,22,8,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
2301189.79855083,1,23,8,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
1636364.46873477,1,24,8,PC_MINI_G,<1400cc,G,FC,Running,Exhaust,2019
