emissions,rows,age,month,veh,size,fuel,pollutant,type_emi,subtype_emi,baseyear
10455.9215304897,1,8,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
39129.3494977671,1,9,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
18378.385137057,1,10,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
8661.02510639429,1,11,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
24553.3562120977,1,12,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
15496.1429844603,1,13,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
22027.0734549172,1,14,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,15,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,16,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,17,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,18,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,19,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,20,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,21,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,22,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,23,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,24,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,25,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,26,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,27,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,28,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,29,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,30,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,31,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,32,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,33,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,34,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,35,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,36,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,37,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,38,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,39,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,40,7,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,1,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,2,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,3,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,4,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,5,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
24150.4524711913,1,6,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,7,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
10419.6770043729,1,8,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
38993.7110726249,1,9,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
18314.6780923797,1,10,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
8631.00242979406,1,11,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
24468.2441769806,1,12,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
15442.4269769833,1,13,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
21950.7185552763,1,14,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,15,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,16,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,17,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,18,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,19,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,20,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,21,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,22,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,23,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,24,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,25,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,26,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,27,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,28,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,29,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,30,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,31,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,32,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,33,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,34,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,35,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,36,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,37,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,38,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,39,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,40,8,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,1,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,2,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,3,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,4,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,5,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
23329.1062869307,1,6,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,7,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
10065.3084078019,1,8,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
37667.5522423559,1,9,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
17691.804008133,1,10,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
8337.4658627044,1,11,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
23636.0900376619,1,12,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
14917.2368800939,1,13,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
21204.1843465006,1,14,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,15,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,16,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,17,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,18,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,19,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,20,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,21,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,22,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,23,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,24,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,25,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,26,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,27,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,28,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,29,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,30,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,31,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,32,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,33,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,34,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,35,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,36,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,37,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,38,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,39,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,40,9,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,1,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,2,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,3,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,4,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,5,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
21915.4189924792,1,6,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,7,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
9455.37511520867,1,8,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
35384.9898774213,1,9,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
16619.7235677333,1,10,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
7832.235640292,1,11,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
22203.8002720024,1,12,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
14013.2884824853,1,13,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
19919.2621711214,1,14,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,15,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,16,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,17,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,18,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,19,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,20,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,21,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,22,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,23,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,24,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,25,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,26,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,27,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,28,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,29,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,30,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,31,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,32,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,33,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,34,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,35,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,36,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,37,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,38,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,39,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,40,10,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,1,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,2,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,3,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,4,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,5,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
23790.6789042842,1,6,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,7,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
10264.4532309734,1,8,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
38412.8148539607,1,9,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
18041.8410897641,1,10,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
8502.42485826181,1,11,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
24103.7364107593,1,12,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
15212.3784078379,1,13,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
21623.7148140327,1,14,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,15,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,16,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,17,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,18,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,19,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,20,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,21,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,22,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,23,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,24,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,25,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,26,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,27,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,28,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,29,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,30,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,31,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,32,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,33,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,34,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,35,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,36,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,37,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,38,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,39,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,40,11,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,1,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,2,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,3,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,4,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,5,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
25318.074643471,1,6,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,7,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
10923.4458638926,1,8,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
40878.9727124295,1,9,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
19200.1531883157,1,10,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
9048.29274011219,1,11,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
25651.2308912823,1,12,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
16189.0349402769,1,13,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
23011.988347765,1,14,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,15,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,16,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,17,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,18,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,19,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,20,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,21,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,22,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,23,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,24,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,25,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,26,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,27,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,28,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,29,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,30,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,31,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,32,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,33,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,34,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,35,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,36,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,37,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,38,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,39,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,40,12,TRUCKS_RT_12_14_G,12-14t,G,FC,Running,Exhaust,2019
0,1,1,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
0,1,2,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
0,1,3,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
0,1,4,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
0,1,5,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
23317.0973823287,1,6,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
0,1,7,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
10060.1271836705,1,8,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
0,1,9,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
26524.045446898,1,10,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
24999.5221914817,1,11,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
23623.9231099221,1,12,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
22364.3371115724,1,13,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
14128.8461786521,1,14,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
13392.2072248099,1,15,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
10599.5400359822,1,16,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
8379.68098628502,1,17,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
6613.35364485025,1,18,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
4861.59644295837,1,19,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
3818.28849638618,1,20,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
684926.678683001,1,21,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
534635.344556483,1,22,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
415919.035391397,1,23,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
322449.321998811,1,24,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
249123.401912445,1,25,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
191823.604764445,1,26,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
147229.34564624,1,27,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
112667.819210782,1,28,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
85993.8422692007,1,29,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
65492.1008276091,1,30,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
49797.0063092984,1,31,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
37826.6860549935,1,32,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
28728.5224468118,1,33,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
21834.2545854038,1,34,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
16623.0656494207,1,35,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
12691.3658717175,1,36,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
9728.19068117395,1,37,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
7495.29500763675,1,38,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
5811.15591515829,1,39,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
4538.20710998765,1,40,1,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
0,1,1,2,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
0,1,2,2,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
0,1,3,2,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
0,1,4,2,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
0,1,5,2,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
22124.4821997753,1,6,2,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
0,1,7,2,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
9545.5751268284,1,8,2,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
0,1,9,2,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
25167.4023457425,1,10,2,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
23720.8549014124,1,11,2,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
22415.6145065656,1,12,2,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
21220.4533961311,1,13,2,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
13406.1886287723,1,14,2,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
12707.2270404275,1,15,2,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
10057.3982690324,1,16,2,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
7951.07983557868,1,17,2,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
6275.09602062207,1,18,2,TRUCKS_RT_14_16_G,14-16t,G,FC,Running,Exhaust,2019
