emissions,rows,age,veh,size,fuel,pollutant,type_emi,subtype_emi,baseyear,month,provincia
29498161.1462467,1,1,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,1,IMBABURA
28073607.8982729,2,1,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,2,IMBABURA
32232839.4699156,3,1,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,3,IMBABURA
30361241.3811168,4,1,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,4,IMBABURA
31148673.9583302,5,1,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,5,IMBABURA
29180434.5705524,6,1,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,6,IMBABURA
30457572.6925203,7,1,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,7,IMBABURA
31749269.5413114,8,1,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,8,IMBABURA
28557092.3130632,9,1,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,9,IMBABURA
23752199.378493,10,1,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,10,IMBABURA
28711006.4889286,11,1,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,11,IMBABURA
32279658.2830478,12,1,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,12,IMBABURA
14312340.4105236,13,2,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,1,IMBABURA
13621155.2577667,14,2,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,2,IMBABURA
15639190.8161331,15,2,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,3,IMBABURA
14731102.0432171,16,2,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,4,IMBABURA
15113159.8616533,17,2,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,5,IMBABURA
14158181.278832,18,2,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,6,IMBABURA
14777841.4489096,19,2,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,7,IMBABURA
15404565.4306332,20,2,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,8,IMBABURA
13855739.1524493,21,2,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,9,IMBABURA
11524432.364384,22,2,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,10,IMBABURA
13930417.4372437,23,2,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,11,IMBABURA
15661907.0386068,24,2,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,12,IMBABURA
9505217.81268819,25,3,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,1,IMBABURA
9046182.79553473,26,3,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,2,IMBABURA
10386415.5587185,27,3,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,3,IMBABURA
9783328.89837905,28,3,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,4,IMBABURA
10037063.9743423,29,3,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,5,IMBABURA
9402836.50519311,30,3,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,6,IMBABURA
9814369.81962604,31,3,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,7,IMBABURA
10230594.405113,32,3,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,8,IMBABURA
9201976.39395049,33,3,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,9,IMBABURA
7653691.61500086,34,3,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,10,IMBABURA
9251572.29109157,35,3,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,11,IMBABURA
10401502.0251035,36,3,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,12,IMBABURA
6854541.07759089,37,4,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,1,IMBABURA
6523515.06186605,38,4,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,2,IMBABURA
7490003.2276094,39,4,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,3,IMBABURA
7055096.59336842,40,4,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,4,IMBABURA
7238073.72606435,41,4,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,5,IMBABURA
6780710.3783232,42,4,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,6,IMBABURA
7077481.2744948,43,4,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,7,IMBABURA
7377635.20835993,44,4,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,8,IMBABURA
6635863.21011585,45,4,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,9,IMBABURA
5519341.5452517,46,4,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,10,IMBABURA
6671628.52564389,47,4,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,11,IMBABURA
7500882.59992781,48,4,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,12,IMBABURA
16809294.4570222,49,5,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,1,IMBABURA
15997524.0250898,50,5,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,2,IMBABURA
18367629.3294871,51,5,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,3,IMBABURA
17301113.921159,52,5,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,4,IMBABURA
17749826.1642649,53,5,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,5,IMBABURA
16628240.4739896,54,5,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,6,IMBABURA
17356007.5591313,55,5,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,7,IMBABURA
18092070.8199187,56,5,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,8,IMBABURA
16273033.8052859,57,5,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,9,IMBABURA
13535003.465997,58,5,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,10,IMBABURA
16360740.5843764,59,5,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,11,IMBABURA
18394308.6608585,60,5,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,12,IMBABURA
26433951.2414217,61,6,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,1,IMBABURA
25157377.7319391,62,6,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,2,IMBABURA
28884556.6574829,63,6,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,3,IMBABURA
27207376.4299574,64,6,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,4,IMBABURA
27913012.0880165,65,6,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,5,IMBABURA
26149229.4661095,66,6,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,6,IMBABURA
27293701.037652,67,6,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,7,IMBABURA
28451219.0046317,68,6,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,8,IMBABURA
25590638.7539801,69,6,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,9,IMBABURA
21284868.4748438,70,6,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,10,IMBABURA
25728564.6334957,71,6,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,11,IMBABURA
28926512.0260695,72,6,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,12,IMBABURA
35024786.1371164,73,7,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,1,IMBABURA
33333335.8597975,74,7,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,2,IMBABURA
38271819.8408596,75,7,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,3,IMBABURA
36049568.6818868,76,7,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,4,IMBABURA
36984530.6097698,77,7,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,5,IMBABURA
34647531.9310458,78,7,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,6,IMBABURA
36163948.1363717,79,7,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,7,IMBABURA
37697650.7173088,80,7,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,8,IMBABURA
33907403.4481026,81,7,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,9,IMBABURA
28202290.2849223,82,7,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,10,IMBABURA
34090154.1987825,83,7,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,11,IMBABURA
38327410.3879795,84,7,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,12,IMBABURA
28884989.4917494,85,8,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,1,IMBABURA
27490048.1123816,86,8,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,2,IMBABURA
31562822.6709387,87,8,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,3,IMBABURA
29730129.071507,88,8,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,4,IMBABURA
30501193.4644874,89,8,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,5,IMBABURA
28573867.4270662,90,8,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,6,IMBABURA
29824457.9655631,91,8,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,7,IMBABURA
31089304.6018967,92,8,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,8,IMBABURA
27963482.445166,93,8,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,9,IMBABURA
23258467.7415053,94,8,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,10,IMBABURA
28114197.2416057,95,8,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,11,IMBABURA
31608668.2719114,96,8,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,12,IMBABURA
25438262.4536342,97,9,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,1,IMBABURA
24209773.6938953,98,9,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,2,IMBABURA
27796560.8092118,99,9,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,3,IMBABURA
26182555.0020518,100,9,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,4,IMBABURA
26861611.4511771,101,9,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,5,IMBABURA
25164265.3057804,102,9,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,6,IMBABURA
26265628.0170046,103,9,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,7,IMBABURA
27379545.7045233,104,9,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,8,IMBABURA
24626715.0542296,105,9,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,9,IMBABURA
20483130.4109284,106,9,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,10,IMBABURA
24759445.6736599,107,9,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,11,IMBABURA
27836935.8431103,108,9,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,12,IMBABURA
17130615.5384057,109,10,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,1,IMBABURA
16303327.5632659,110,10,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,2,IMBABURA
18718739.0404683,111,10,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,3,IMBABURA
17631836.4656715,112,10,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,4,IMBABURA
18089126.1480955,113,10,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,5,IMBABURA
16946100.5855052,114,10,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,6,IMBABURA
17687779.4328206,115,10,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,7,IMBABURA
18437913.0428143,116,10,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,8,IMBABURA
16584103.9000525,117,10,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,9,IMBABURA
13793734.2510007,118,10,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,10,IMBABURA
16673487.2538008,119,10,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,11,IMBABURA
18745928.365381,120,10,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,12,IMBABURA
22630400.6293181,121,11,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,1,IMBABURA
21537511.8028041,122,11,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,2,IMBABURA
24728391.2718574,123,11,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,3,IMBABURA
23292538.5637311,124,11,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,4,IMBABURA
23896641.1246524,125,11,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,5,IMBABURA
22386647.1403161,126,11,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,6,IMBABURA
23366442.0236587,127,11,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,7,IMBABURA
24357406.0717173,128,11,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,8,IMBABURA
21908431.3984525,129,11,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,9,IMBABURA
18222213.4151956,130,11,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,10,IMBABURA
22026511.282995,131,11,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,11,IMBABURA
24764309.7310765,132,11,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,12,IMBABURA
17918087.5663882,133,12,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,1,IMBABURA
17052770.2432633,134,12,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,2,IMBABURA
19579215.0321468,135,12,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,3,IMBABURA
18442348.9652107,136,12,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,4,IMBABURA
18920659.6572293,137,12,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,5,IMBABURA
17725090.7020334,138,12,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,6,IMBABURA
18500863.557512,139,12,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,7,IMBABURA
19285479.8300695,140,12,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,8,IMBABURA
17346453.501628,141,12,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,9,IMBABURA
14427814.2033372,142,12,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,10,IMBABURA
17439945.6914357,143,12,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,11,IMBABURA
19607654.2148232,144,12,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,12,IMBABURA
19321486.8457312,145,13,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,1,IMBABURA
18388395.2301113,146,13,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,2,IMBABURA
21112718.8820644,147,13,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,3,IMBABURA
19886809.9966279,148,13,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,4,IMBABURA
20402583.441186,149,13,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,5,IMBABURA
19113373.8782015,150,13,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,6,IMBABURA
19949907.6303036,151,13,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,7,IMBABURA
20795977.4428881,152,13,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,8,IMBABURA
18705080.6571849,153,13,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,9,IMBABURA
15557844.6254142,154,13,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,10,IMBABURA
18805895.4405068,155,13,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,11,IMBABURA
21143385.508285,156,13,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,12,IMBABURA
14673460.5232168,157,14,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,1,IMBABURA
13964835.8145873,158,14,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,2,IMBABURA
16033789.1968283,159,14,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,3,IMBABURA
15102788.0901776,160,14,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,4,IMBABURA
15494485.7549626,161,14,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,5,IMBABURA
14515411.7437518,162,14,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,6,IMBABURA
15150706.7956189,163,14,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,7,IMBABURA
15793243.8888544,164,14,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,8,IMBABURA
14205338.5848734,165,14,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,9,IMBABURA
11815209.707207,166,14,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,10,IMBABURA
14281901.1059175,167,14,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,11,IMBABURA
16057078.5809642,168,14,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,12,IMBABURA
11042258.7747684,169,15,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,1,IMBABURA
10508995.5138968,170,15,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,2,IMBABURA
12065950.575962,171,15,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,3,IMBABURA
11365341.805252,172,15,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,4,IMBABURA
11660107.1040842,173,15,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,5,IMBABURA
10923321.9010072,174,15,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,6,IMBABURA
11401402.1977407,175,15,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,7,IMBABURA
11884932.3673737,176,15,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,8,IMBABURA
10689981.7114843,177,15,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,9,IMBABURA
8891331.58866697,178,15,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,10,IMBABURA
10747597.511689,179,15,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,11,IMBABURA
12083476.5989426,180,15,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,12,IMBABURA
8239334.7668833,181,16,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,1,IMBABURA
7841432.97751024,182,16,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,2,IMBABURA
9003176.62389731,183,16,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,3,IMBABURA
8480407.65785163,184,16,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,4,IMBABURA
8700350.88000182,185,16,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,5,IMBABURA
8150588.36643815,186,16,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,6,IMBABURA
8507314.62060266,187,16,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,7,IMBABURA
8868107.37313235,188,16,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,8,IMBABURA
7976478.34282226,189,16,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,9,IMBABURA
6634390.56959867,190,16,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,10,IMBABURA
8019469.1724552,191,16,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,11,IMBABURA
9016253.90938883,192,16,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,12,IMBABURA
6099615.38059087,193,17,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,1,IMBABURA
5805046.9544869,194,17,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,2,IMBABURA
6665090.8311222,195,17,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,3,IMBABURA
6278082.69078006,196,17,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,4,IMBABURA
6440907.61519948,197,17,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,5,IMBABURA
6033916.03416996,198,17,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,6,IMBABURA
6298002.03238769,199,17,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,7,IMBABURA
6565098.47704013,200,17,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,8,IMBABURA
5905021.62606422,201,17,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,9,IMBABURA
4911468.20758185,202,17,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,10,IMBABURA
5936847.92431192,203,17,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,11,IMBABURA
6674772.00247611,204,17,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,12,IMBABURA
4482750.44726159,205,18,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,1,IMBABURA
4266265.20000018,206,18,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,2,IMBABURA
4898331.62256829,207,18,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,3,IMBABURA
4613910.26057012,208,18,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,4,IMBABURA
4733574.1175879,209,18,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,5,IMBABURA
4434466.45619385,210,18,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,6,IMBABURA
4628549.45204847,211,18,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,7,IMBABURA
4824844.89561654,212,18,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,8,IMBABURA
4339738.93166432,213,18,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,9,IMBABURA
3609553.2145038,214,18,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,10,IMBABURA
4363128.8249285,215,18,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,11,IMBABURA
4905446.5425278,216,18,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,12,IMBABURA
3281866.02226862,217,19,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,1,IMBABURA
3123375.02758395,218,19,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,2,IMBABURA
3586117.11872809,219,19,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,3,IMBABURA
3377889.42126183,220,19,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,4,IMBABURA
3465496.51674049,221,19,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,5,IMBABURA
3246516.83395912,222,19,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,6,IMBABURA
3388606.91840371,223,19,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,7,IMBABURA
3532316.75774258,224,19,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,8,IMBABURA
3177165.87459065,225,19,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,9,IMBABURA
2642589.67560574,226,19,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,10,IMBABURA
3194289.84722113,227,19,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,11,IMBABURA
3591326.0221326,228,19,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,12,IMBABURA
2380902.96504577,229,20,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,1,IMBABURA
2265922.13504926,230,20,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,2,IMBABURA
2601628.71459299,231,20,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,3,IMBABURA
2450565.28332002,232,20,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,4,IMBABURA
2514121.80633737,233,20,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,5,IMBABURA
2355258.10730723,234,20,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,6,IMBABURA
2458340.53086206,235,20,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,7,IMBABURA
2562598.0417618,236,20,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,8,IMBABURA
2304945.90575214,237,20,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,9,IMBABURA
1917125.66916422,238,20,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,10,IMBABURA
2317368.87394543,239,20,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,11,IMBABURA
2605407.62984312,240,20,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,12,IMBABURA
2501014.29117092,241,21,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,1,IMBABURA
2380232.93079892,242,21,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,2,IMBABURA
2732875.17006919,243,21,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,3,IMBABURA
2574190.92042369,244,21,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,4,IMBABURA
2640953.73045719,245,21,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,5,IMBABURA
2474075.70667556,246,21,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,6,IMBABURA
2582358.4121298,247,21,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,7,IMBABURA
2691875.485505,248,21,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,8,IMBABURA
2421225.36503758,249,21,PC_MINI_G,<1400cc,G,FC,Exhaust,Exhaust,2019,9,IMBABURA
