fuel,region,estimation_t,consumption_t,Year,type,kinitial,estimation_consumption,kfinal
D,PI,493369.85,493326.323755983,2071,projection,1,1.00008823012664,0.999911777657233
D,PI,493369.85,493319.025486422,2070,projection,1,1.00010302565065,0.999896984962542
D,PI,493369.85,493310.546378118,2069,projection,1,1.00012021559709,0.999879798852965
D,PI,493369.85,493300.695425784,2068,projection,1,1.00014018746549,0.99985983218428
D,PI,493369.85,493289.250746113,2067,projection,1,1.00016339146609,0.999836635226318
D,PI,493369.85,493275.954592259,2066,projection,1,1.00019035066856,0.999809685557921
D,PI,493369.85,493260.507565541,2065,projection,1,1.00022167279314,0.999778376334793
D,PI,493369.85,493242.561895879,2064,projection,1,1.00025806391004,0.99974200266976
D,PI,493369.85,493221.713642159,2063,projection,1,1.00030034435578,0.999699745823867
D,PI,493369.85,493197.493640304,2062,projection,1,1.00034946722544,0.999650654859237
D,PI,493369.85,493169.356999876,2061,projection,1,1.00040653985751,0.999593625349981
D,PI,493369.85,493136.670919003,2060,projection,1,1.00047284879578,0.999527374684536
D,PI,493369.85,493098.700551785,2059,projection,1,1.00054988879085,0.999450413420651
D,PI,493369.85,493054.592621543,2058,projection,1,1.00063939649518,0.999361012071457
D,PI,493369.85,493003.35642661,2057,projection,1,1.00074338961107,0.999257162606531
D,PI,493369.85,492943.841832145,2056,projection,1,1.00086421237411,0.999136533844023
D,PI,493369.85,492874.713781105,2055,projection,1,1.00100458839752,0.998996419787518
D,PI,493369.85,492794.422789117,2054,projection,1,1.00116768206837,0.998833679822788
D,PI,493369.85,492701.170811166,2053,projection,1,1.00135716987994,0.998644669533751
D,PI,493369.85,492592.871781987,2052,projection,1,1.00157732330799,0.998425160722705
D,PI,493369.85,492467.106036655,2051,projection,1,1.00183310509936,0.998170249026476
D,PI,493369.85,492321.067713029,2050,projection,1,1.00213028114325,0.997874247307631
D,PI,493369.85,492151.504123903,2049,projection,1,1.00247555044714,0.997530562769296
D,PI,493369.85,491954.645965267,2048,projection,1,1.00287669614738,0.997131555495876
D,PI,493369.85,491726.127100187,2047,projection,1,1.00334276095823,0.996668375864854
D,PI,493369.85,491460.892529451,2046,projection,1,1.00388425101481,0.996130778014609
D,PI,493369.85,491153.093036088,2045,projection,1,1.00451337270465,0.99550690630181
D,PI,493369.85,490795.964880048,2044,projection,1,1.00524430782674,0.994783051457336
D,PI,493369.85,490381.69283442,2043,projection,1,1.0060935332808,0.993943372977534
D,PI,493369.85,489901.254813302,2042,projection,1,1.00708019249312,0.992969584204024
D,PI,493369.85,489344.246368494,2041,projection,1,1.0082265269519,0.991840596600084
D,PI,493369.85,488698.683460767,2040,projection,1,1.00955837757973,0.990532119992268
D,PI,493369.85,487950.782185865,2039,projection,1,1.01110576724534,0.989016216102108
D,PI,493369.85,487084.714613665,2038,projection,1,1.01290357754568,0.987260803662131
D,PI,493369.85,486082.340655621,2037,projection,1,1.01499233511456,0.985229114944136
D,PI,493369.85,484922.917004669,2036,projection,1,1.01741912518284,0.982879105816192
D,PI,493369.85,483582.78580894,2035,projection,1,1.02023865298408,0.980162824722549
D,PI,493369.85,482035.047983827,2034,projection,1,1.02351447693188,0.977025750527372
D,PI,493369.85,480249.22909469,2033,projection,1,1.02732044136759,0.973406115300094
D,PI,493369.85,478190.949726693,2032,projection,1,1.0317423411756,0.969234236195611
D,PI,493369.85,475821.617369434,2031,projection,1,1.03687985579045,0.964431890942331
D,PI,493369.85,473098.163224922,2030,projection,1,1.04284879619252,0.958911784384315
D,PI,493369.85,469972.855069609,2029,projection,1,1.04978371554443,0.952577169175638
D,PI,493369.85,466393.226300049,2028,projection,1,1.05784094231805,0.945321701964659
D,PI,493369.85,462302.171274779,2027,projection,1,1.06720210428507,0.937029636640299
D,PI,493369.85,457638.267392141,2026,projection,1,1.07807822281007,0.927576477144155
D,PI,493369.85,452336.393884486,2025,projection,1,1.0907144697404,0.916830231690254
D,PI,493369.85,446328.724295562,2024,projection,1,1.10539569412362,0.904653424394623
D,PI,493369.85,439546.171519455,2023,projection,1,1.12245284333722,0.890906024191497
D,PI,493369.85,519338.34288,2022,data,1,0.949996965877791,1.05263494086637
D,PI,493369.85,477561.70056,2021,data,1,1.03310179484968,0.967958825534231
D,PI,493369.85,454769.25984,2020,data,1,1.08487950608971,0.921761351732377
D,PI,493369.85,458458.41972,2019,data,1,1.0761496109098,0.929238825031566
D,PI,493369.85,434457.59364,2018,data,1,1.1355995549909,0.880592102739963
D,PI,493369.85,433210.652136606,2017,data,1,1.13886823319484,0.878064705690074
D,PI,493369.85,420047.9808,2016,data,1,1.17455593777729,0.851385589938258
D,PI,493369.85,469421.355040479,2015,data,1,1.05101705472572,0.951459346452724
D,PI,493369.85,499071.3504,2014,data,1,0.988575781007204,1.0115562400094
D,PI,493369.85,462405.84684,2013,data,1,1.06696282793914,0.937239774258601
D,PI,493369.85,435737.866949517,2012,data,1,1.13226296684736,0.883187059260953
D,PI,493369.85,372744.295613839,2011,data,1,1.32361475629698,0.755506838559023
D,PI,493369.85,369390.876898857,2010,data,1,1.335630847578,0.748709871304169
D,PI,493369.85,326165.199549962,2009,data,1,1.51263792299345,0.661096740204053
D,PI,493369.85,333363.882164486,2008,data,1,1.47997391558023,0.67568758440445
D,PI,493369.85,281284.722358726,2007,data,1,1.75398736860937,0.570129533368782
D,PI,493369.85,271863.72192,2006,data,1,1.8147689824727,0.551034324290388
D,PI,493369.85,267872.01252,2005,data,1,1.84181186141334,0.542943620328644
D,PI,493369.85,262191.68052,2004,data,1,1.88171435882904,0.531430286062272
D,PI,493369.85,225841.84476,2003,data,1,2.18458120781071,0.457753640114004
D,PI,493369.85,229098.40296,2002,data,1,2.15352810681156,0.464354283019118
D,PI,493369.85,214393.85604,2001,data,1,2.30123129045242,0.434549975115018
D,PI,493369.85,208499.02836,2000,data,1,2.36629328146381,0.422601884488888
D,PI,493369.85,187649.125524,1999,data,1,2.62921475718201,0.380341696039999
D,PI,493369.85,168884.2129716,1998,data,1,2.92134973020223,0.342307526435999
D,PI,493369.85,151995.79167444,1997,data,1,3.24594414466915,0.308076773792399
D,PI,493369.85,136796.212506996,1996,data,1,3.60660460518794,0.277269096413159
D,PI,493369.85,123116.591256296,1995,data,1,4.00733845020882,0.249542186771844
D,PI,493369.85,110804.932130667,1994,data,1,4.4525982780098,0.224587968094659
D,PI,493369.85,99724.4389176001,1993,data,1,4.94733142001089,0.202129171285193
D,PI,493369.85,89751.9950258401,1992,data,1,5.49703491112321,0.181916254156674
D,PI,493369.85,80776.7955232561,1991,data,1,6.10781656791468,0.163724628741007
D,PI,493369.85,72699.1159709305,1990,data,1,6.78646285323854,0.147352165866906
D,PI,493369.85,65429.2043738374,1989,data,1,7.54051428137615,0.132616949280215
D,PI,493369.85,58886.2839364537,1988,data,1,8.37834920152906,0.119355254352194
D,PI,493369.85,52997.6555428083,1987,data,1,9.30927689058784,0.107419728916974
D,PI,493369.85,47697.8899885275,1986,data,1,10.343640989542,0.096677756025277
D,PI,493369.85,42928.1009896747,1985,data,1,11.4929344328245,0.0870099804227493
D,PI,493369.85,38635.2908907073,1984,data,1,12.7699271475828,0.0783089823804744
D,PI,493369.85,34771.7618016365,1983,data,1,14.1888079417586,0.0704780841424269
D,PI,493369.85,31294.5856214729,1982,data,1,15.7653421575096,0.0634302757281842
D,PI,493369.85,28165.1270593256,1981,data,1,17.5170468416773,0.0570872481553658
D,PI,493369.85,25348.614353393,1980,data,1,19.4633853796415,0.0513785233398292
D,PI,493369.85,22813.7529180537,1979,data,1,21.6259837551572,0.0462406710058463
D,PI,493369.85,20532.3776262484,1978,data,1,24.0288708390635,0.0416166039052617
D,PI,493369.85,18479.1398636235,1977,data,1,26.6987453767373,0.0374549435147355
D,PI,493369.85,16631.2258772612,1976,data,1,29.6652726408192,0.033709449163262
D,PI,493369.85,14968.1032895351,1975,data,1,32.9614140453547,0.0303385042469358
D,PI,493369.85,13471.2929605816,1974,data,1,36.6237933837274,0.0273046538222422
D,PI,493369.85,12124.1636645234,1973,data,1,40.6931037596971,0.024574188440018
D,PI,493369.85,10911.7472980711,1972,data,1,45.2145597329968,0.0221167695960162
D,PI,493369.85,9820.57256826395,1971,data,1,50.2383997033298,0.0199050926364146
D,PI,493369.85,8838.51531143756,1970,data,1,55.8204441148108,0.0179145833727731
D,PI,493369.85,7954.6637802938,1969,data,1,62.0227156831231,0.0161231250354958
D,PI,493369.85,7159.19740226442,1968,data,1,68.9141285368035,0.0145108125319462
D,PI,493369.85,6443.27766203798,1967,data,1,76.5712539297817,0.0130597312787516
D,PI,493369.85,5798.94989583418,1966,data,1,85.0791710330907,0.0117537581508764
D,PI,493369.85,5219.05490625076,1965,data,1,94.5324122589897,0.0105783823357888
D,PI,493369.85,4697.14941562569,1964,data,1,105.0360136211,0.00952054410220991
D,PI,493369.85,4227.43447406312,1963,data,1,116.706681801222,0.00856848969198892
D,PI,493369.85,3804.69102665681,1962,data,1,129.674090890246,0.00771164072279003
D,PI,493369.85,3424.22192399113,1961,data,1,144.082323211385,0.00694047665051103
D,PI,493369.85,3081.79973159201,1960,data,1,160.091470234872,0.00624642898545992
D,PR,4979553.23,4979566.67642412,2100,projection,1,0.999997299679873,1.00000270032742
D,PR,4979553.23,4979565.72550912,2099,projection,1,0.999997490642797,1.0000025093635
D,PR,4979553.23,4979564.62070397,2098,projection,1,0.999997712510062,1.00000228749517
D,PR,4979553.23,4979563.33710412,2097,projection,1,0.999997970283047,1.00000202972107
D,PR,4979553.23,4979561.8457747,2096,projection,1,0.999998269772528,1.00000173023047
D,PR,4979553.23,4979560.11309824,2095,projection,1,0.999998617729663,1.00000138227225
D,PR,4979553.23,4979558.1000169,2094,projection,1,0.999999021998177,1.00000097800278
D,PR,4979553.23,4979555.76115211,2093,projection,1,0.99999949169118,1.00000050830908
D,PR,4979553.23,4979553.04378168,2092,projection,1,1.00000003739659,0.999999962603407
D,PR,4979553.23,4979549.88665137,2091,projection,1,1.00000067141583,0.999999328584619
D,PR,4979553.23,4979546.21859431,2090,projection,1,1.00000140804109,0.999998591960891
D,PR,4979553.23,4979541.95692679,2089,projection,1,1.00000226387754,0.999997736127583
D,PR,4979553.23,4979537.0055847,2088,projection,1,1.00000325821764,0.999996741792978
D,PR,4979553.23,4979531.25295828,2087,projection,1,1.00000441347601,0.99999558654347
D,PR,4979553.23,4979524.56937661,2086,projection,1,1.00000575569474,0.999994244338385
D,PR,4979553.23,4979516.80418509,2085,projection,1,1.00000731513043,0.99999268492308
D,PR,4979553.23,4979507.7823501,2084,projection,1,1.00000912693621,0.999990873147088
D,PR,4979553.23,4979497.30051433,2083,projection,1,1.00001123195421,0.999988768171946
D,PR,4979553.23,4979485.12241403,2082,projection,1,1.0000136776362,0.999986322550874
D,PR,4979553.23,4979470.97355489,2081,projection,1,1.00001651911329,0.999983481159592
D,PR,4979553.23,4979454.53502682,2080,projection,1,1.00001982043866,0.99998017995418
D,PR,4979553.23,4979435.43631832,2079,projection,1,1.00002365603153,0.999976344528065
D,PR,4979553.23,4979413.24696877,2078,projection,1,1.00002811235467,0.999971888435616
D,PR,4979553.23,4979387.466871,2077,projection,1,1.00003328986348,0.999966711244696
D,PR,4979553.23,4979357.51500588,2076,projection,1,1.00003930527052,0.999960696274327
D,PR,4979553.23,4979322.71635585,2075,projection,1,1.00004629417639,0.999953707966658
D,PR,4979553.23,4979282.28670348,2074,projection,1,1.00005441412656,0.999945588834176
D,PR,4979553.23,4979235.31497343,2073,projection,1,1.00006384816271,0.999936155913615
D,PR,4979553.23,4979180.74272195,2072,projection,1,1.00007480894896,0.999925196646998
D,PR,4979553.23,4979117.34031372,2071,projection,1,1.00008754356575,0.999912464097451
D,PR,4979553.23,4979043.67925252,2070,projection,1,1.00010233907961,0.999897671392605
D,PR,4979553.23,4978958.10004632,2069,projection,1,1.00011952901425,0.999880485271229
D,PR,4979553.23,4978858.67488852,2068,projection,1,1.00013950086894,0.999860518588837
D,PR,4979553.23,4978743.16432227,2067,projection,1,1.00016270485361,0.99983732161495
D,PR,4979553.23,4978608.96692184,2066,projection,1,1.00018966403757,0.999810371928053
D,PR,4979553.23,4978453.06087165,2065,projection,1,1.00022098614065,0.999779062683431
D,PR,4979553.23,4978271.93614611,2064,projection,1,1.00025737723257,0.999742688993427
D,PR,4979553.23,4978061.51578819,2063,projection,1,1.00029965764928,0.999700432118524
D,PR,4979553.23,4977817.06454889,2062,projection,1,1.00034878048522,0.999651341120193
D,PR,4979553.23,4977533.08287692,2061,projection,1,1.00040585307811,0.999594311571786
D,PR,4979553.23,4977203.18393534,2060,projection,1,1.00047216197085,0.99952806086086
D,PR,4979553.23,4976819.95096208,2059,projection,1,1.00054920191304,0.999451099544142
D,PR,4979553.23,4976374.77187932,2058,projection,1,1.00063870955593,0.999361698133574
D,PR,4979553.23,4975857.64758581,2057,projection,1,1.00074270260042,0.999257848597355
D,PR,4979553.23,4975256.96982946,2056,projection,1,1.00086352528052,0.999137219752035
D,PR,4979553.23,4974559.26394786,2055,projection,1,1.00100390120756,0.998997105599342
D,PR,4979553.23,4973748.89107451,2054,projection,1,1.00116699476644,0.99883436552289
D,PR,4979553.23,4972807.70363311,2053,projection,1,1.00135648244793,0.998645355104097
D,PR,4979553.23,4971714.64707367,2052,projection,1,1.00157663572485,0.998425846142359
D,PR,4979553.23,4970445.29984194,2051,projection,1,1.00183241734063,0.998170934271133
D,PR,4979553.23,4968971.3425149,2050,projection,1,1.0021295931805,0.997874932349082
D,PR,4979553.23,4967259.94588706,2049,projection,1,1.00247486224737,0.997531247574808
D,PR,4979553.23,4965273.06656592,2048,projection,1,1.00287600767221,0.997132240027469
D,PR,4979553.23,4962966.63735483,2047,projection,1,1.00334207216312,0.996669060078474
D,PR,4979553.23,4960289.63840544,2046,projection,1,1.00388356184796,0.996131461859168
D,PR,4979553.23,4957183.03387018,2045,projection,1,1.0045126831059,0.99550758971808
D,PR,4979553.23,4953578.55766685,2044,projection,1,1.00524361772621,0.994783734376679
D,PR,4979553.23,4949397.33111018,2043,projection,1,1.00609284259727,0.993944055320437
D,PR,4979553.23,4944548.29474885,2042,projection,1,1.00707950113225,0.99297026587842
D,PR,4979553.23,4938926.43701961,2041,projection,1,1.00822583480407,0.991841277499429
D,PR,4979553.23,4932410.8036278,2040,projection,1,1.00955768451759,0.990532799993343
D,PR,4979553.23,4924862.27433311,2039,projection,1,1.01110507312091,0.989016895062514
D,PR,4979553.23,4916121.09864682,2038,projection,1,1.01290288218706,0.987261481417445
D,PR,4979553.23,4906004.18958351,2037,projection,1,1.01499163832201,0.985229791304694
D,PR,4979553.23,4894302.1860065,2036,projection,1,1.01741842672429,0.982879780563467
D,PR,4979553.23,4880776.31042754,2035,projection,1,1.02023795258992,0.980163497605094
D,PR,4979553.23,4865155.07176222,2034,projection,1,1.02351377428887,0.977026421256314
D,PR,4979553.23,4847130.8931012,2033,projection,1,1.02731973611178,0.973406783544154
D,PR,4979553.23,4826356.78476987,2032,projection,1,1.03174163288416,0.969234901575673
D,PR,4979553.23,4802443.23453567,2031,projection,1,1.03687914397211,0.964432553025579
D,PR,4979553.23,4774955.55122445,2030,projection,1,1.04284808027649,0.958912442678005
D,PR,4979553.23,4743411.9759466,2029,projection,1,1.04978299486759,0.95257782312061
D,PR,4979553.23,4707282.96595844,2028,projection,1,1.05784021610992,0.945322350928747
D,PR,4979553.23,4665992.15694299,2027,projection,1,1.06720137165049,0.937030279911878
D,PR,4979553.23,4618919.61372495,2026,projection,1,1.07807748270904,0.927577113926133
D,PR,4979553.23,4565408.07572892,2025,projection,1,1.09071372096457,0.916830861094925
D,PR,4979553.23,4504772.97400285,2024,projection,1,1.10539493526913,0.904654045439907
D,PR,4979553.23,4436317.01592224,2023,projection,1,1.12245207277299,0.890906635799179
D,PR,4979553.23,5116438.27464,2022,data,1,0.973246028332154,1.02748942290953
D,PR,4979553.23,5241655.3182,2021,data,1,0.949996313704579,1.05263566350108
D,PR,4979553.23,4914531.5688,2020,data,1,1.01323049008634,0.98694227007992
D,PR,4979553.23,4710720.0882,2019,data,1,1.05706837527312,0.946012598041852
D,PR,4979553.23,4607251.91724,2018,data,1,1.08080767438978,0.9252339927773
D,PR,4979553.23,4474003.3448631,2017,data,1,1.11299720768366,0.898474850697219
D,PR,4979553.23,4329409.18116,2016,data,1,1.15016923132819,0.869437273022182
D,PR,4979553.23,4296925.9457863,2015,data,1,1.15886410257619,0.862913949769405
D,PR,4979553.23,4378890.30936,2014,data,1,1.13717240629574,0.879374134004387
D,PR,4979553.23,4249864.96032,2013,data,1,1.17169681307358,0.853463104825571
D,PR,4979553.23,3996936.03742407,2012,data,1,1.24584261128412,0.802669607655559
D,PR,4979553.23,3765370.41278409,2011,data,1,1.32246039143813,0.756166314298861
D,PR,4979553.23,3550060.20675461,2010,data,1,1.40266726195954,0.712927454087002
D,PR,4979553.23,3237330.02323861,2009,data,1,1.53816669732624,0.650124594257749
D,PR,4979553.23,3301379.27379404,2008,data,1,1.50832510203451,0.662987043476998
D,PR,4979553.23,3113022.14956761,2007,data,1,1.59958811429969,0.625160934280766
D,PR,4979553.23,2949640.62876,2006,data,1,1.68818980232631,0.592350456460529
D,PR,4979553.23,2975104.26444,2005,data,1,1.67374074566671,0.597464095075052
D,PR,4979553.23,3025424.96256,2004,data,1,1.64590207710407,0.607569559520503
D,PR,4979553.23,2898063.46788,2003,data,1,1.71823470575772,0.5819926676193
D,PR,4979553.23,2816674.57512,2002,data,1,1.76788375696112,0.565648050140434
D,PR,4979553.23,2712285.50376,2001,data,1,1.83592517199864,0.544684508525678
D,PR,4979553.23,2546694.2802,2000,data,1,1.9553007476064,0.511430275482766
D,PR,4979553.23,2292024.85218,1999,data,1,2.17255638622933,0.46028724793449
D,PR,4979553.23,2062822.366962,1998,data,1,2.41395154025481,0.414258523141041
D,PR,4979553.23,1856540.1302658,1997,data,1,2.6821683780609,0.372832670826937
D,PR,4979553.23,1670886.11723922,1996,data,1,2.98018708673434,0.335549403744243
D,PR,4979553.23,1503797.5055153,1995,data,1,3.31131898526038,0.301994463369819
D,PR,4979553.23,1353417.75496377,1994,data,1,3.67924331695597,0.271795017032837
D,PR,4979553.23,1218075.97946739,1993,data,1,4.08804812995108,0.244615515329553
D,PR,4979553.23,1096268.38152065,1992,data,1,4.54227569994565,0.220153963796598
D,PR,4979553.23,986641.543368587,1991,data,1,5.0469729999396,0.198138567416938
D,PR,4979553.23,887977.389031729,1990,data,1,5.60774777771067,0.178324710675244
D,PR,4979553.23,799179.650128556,1989,data,1,6.23083086412297,0.16049223960772
D,PR,4979553.23,719261.6851157,1988,data,1,6.92314540458108,0.144443015646948
D,PR,4979553.23,647335.51660413,1987,data,1,7.69238378286786,0.129998714082253
D,PR,4979553.23,582601.964943717,1986,data,1,8.5470930920754,0.116998842674028
D,PR,4979553.23,524341.768449345,1985,data,1,9.496770102306,0.105298958406625
D,PR,4979553.23,471907.591604411,1984,data,1,10.55196678034,0.0947690625659625
D,PR,4979553.23,424716.83244397,1983,data,1,11.7244075337111,0.0852921563093663
D,PR,4979553.23,382245.149199573,1982,data,1,13.0271194819012,0.0767629406784297
D,PR,4979553.23,344020.634279616,1981,data,1,14.4745772021125,0.0690866466105867
D,PR,4979553.23,309618.570851654,1980,data,1,16.0828635579028,0.062177981949528
D,PR,4979553.23,278656.713766489,1979,data,1,17.8698483976697,0.0559601837545752
D,PR,4979553.23,250791.04238984,1978,data,1,19.8553871085219,0.0503641653791177
D,PR,4979553.23,225711.938150856,1977,data,1,22.061541231691,0.0453277488412059
D,PR,4979553.23,203140.74433577,1976,data,1,24.5128235907678,0.0407949739570853
D,PR,4979553.23,182826.669902193,1975,data,1,27.2364706564087,0.0367154765613768
D,PR,4979553.23,164544.002911974,1974,data,1,30.2627451737874,0.0330439289052391
D,PR,4979553.23,148089.602620777,1973,data,1,33.6252724153194,0.0297395360147152
D,PR,4979553.23,133280.642358699,1972,data,1,37.3614137947993,0.0267655824132437
D,PR,4979553.23,119952.578122829,1971,data,1,41.5126819942214,0.0240890241719193
D,PR,4979553.23,107957.320310546,1970,data,1,46.1252022158016,0.0216801217547274
D,PR,4979553.23,97161.5882794915,1969,data,1,51.250224684224,0.0195121095792547
D,PR,4979553.23,87445.4294515423,1968,data,1,56.9446940935822,0.0175608986213292
D,PR,4979553.23,78700.8865063881,1967,data,1,63.2718823262024,0.0158048087591963
D,PR,4979553.23,70830.7978557493,1966,data,1,70.3020914735583,0.0142243278832766
D,PR,4979553.23,63747.7180701744,1965,data,1,78.1134349706203,0.012801895094949
D,PR,4979553.23,57372.9462631569,1964,data,1,86.7927055229114,0.0115217055854541
D,PR,4979553.23,51635.6516368412,1963,data,1,96.4363394699016,0.0103695350269087
D,PR,4979553.23,46472.0864731571,1962,data,1,107.151488299891,0.00933258152421781
D,PR,4979553.23,41824.8778258414,1961,data,1,119.057209222101,0.00839932337179603
D,PR,4979553.23,37642.3900432573,1960,data,1,132.285788024556,0.00755939103461642
D,RJ,2439466.75,2439477.57373163,2100,projection,1,0.999995563094431,1.00000443692526
D,RJ,2439466.75,2439477.10788069,2099,projection,1,0.999995754057024,1.000004245961
D,RJ,2439466.75,2439476.56663934,2098,projection,1,0.999995975923903,1.00000402409229
D,RJ,2439466.75,2439475.93780691,2097,projection,1,0.999996233696441,1.00000376631774
D,RJ,2439466.75,2439475.20720826,2096,projection,1,0.999996533185402,1.00000346682662
D,RJ,2439466.75,2439474.35837428,2095,projection,1,0.999996881141932,1.00000311886779
D,RJ,2439466.75,2439473.37217065,2094,projection,1,0.999997285409744,1.00000271459762
D,RJ,2439466.75,2439472.22636649,2093,projection,1,0.999997755101931,1.00000224490311
D,RJ,2439466.75,2439470.89513334,2092,projection,1,0.999998300806398,1.00000169919649
D,RJ,2439466.75,2439469.3484629,2091,projection,1,0.999998934824534,1.0000010651766
D,RJ,2439466.75,2439467.55149069,2090,projection,1,0.999999671448515,1.00000032855159
D,RJ,2439466.75,2439465.46371016,2089,projection,1,1.00000052728348,0.999999472716798
D,RJ,2439466.75,2439463.03805974,2088,projection,1,1.00000152162185,0.999998478380468
D,RJ,2439466.75,2439460.21986209,2087,projection,1,1.00000267687821,0.999997323128953
D,RJ,2439466.75,2439456.94559172,2086,projection,1,1.00000401909462,0.999995980921536
D,RJ,2439466.75,2439453.14144333,2085,projection,1,1.0000055785276,0.999994421503524
D,RJ,2439466.75,2439448.72166836,2084,projection,1,1.00000739033023,0.999992609724385
D,RJ,2439466.75,2439443.58664258,2083,projection,1,1.00000949534457,0.999990504745588
D,RJ,2439466.75,2439437.62062093,2082,projection,1,1.00001194102232,0.999988059120269
D,RJ,2439466.75,2439430.68912934,2081,projection,1,1.00001478249447,0.999985217724052
D,RJ,2439466.75,2439422.63593452,2080,projection,1,1.00001808381411,0.999981916512908
D,RJ,2439466.75,2439413.27952378,2079,projection,1,1.00002191940032,0.999978081080131
D,RJ,2439466.75,2439402.40901555,2078,projection,1,1.00002637571572,0.999973624979945
D,RJ,2439466.75,2439389.7794085,2077,projection,1,1.00003155321554,0.999968447780034
D,RJ,2439466.75,2439375.10606281,2076,projection,1,1.00003756861213,0.999962432799219
D,RJ,2439466.75,2439358.058289,2075,projection,1,1.00004455750587,0.999955444479415
D,RJ,2439466.75,2439338.25190088,2074,projection,1,1.00005267744193,0.999947325332833
D,RJ,2439466.75,2439315.24056485,2073,projection,1,1.0000621114617,0.999937892395891
D,RJ,2439466.75,2439288.50575191,2072,projection,1,1.00007307222892,0.999926933110242
D,RJ,2439466.75,2439257.44506671,2071,projection,1,1.0000858068236,0.999914200538584
D,RJ,2439466.75,2439221.35869242,2070,projection,1,1.00010060231176,0.999899407808048
D,RJ,2439466.75,2439179.43364796,2069,projection,1,1.00011779221654,0.999882221656827
D,RJ,2439466.75,2439130.72550557,2068,projection,1,1.00013776403655,0.999862254939761
D,RJ,2439466.75,2439074.1371608,2067,projection,1,1.00016096798093,0.999839057925591
D,RJ,2439466.75,2439008.39418152,2066,projection,1,1.00018792711807,0.999812108191893
D,RJ,2439466.75,2438932.01618767,2065,projection,1,1.00021924916676,0.9997807988929
D,RJ,2439466.75,2438843.28362623,2064,projection,1,1.00025564019548,0.99974442513973
D,RJ,2439466.75,2438740.19920593,2063,projection,1,1.00029792053877,0.999702168191444
D,RJ,2439466.75,2438620.44313982,2062,projection,1,1.0003470432894,0.999653077107862
D,RJ,2439466.75,2438481.32121111,2061,projection,1,1.00040411578318,0.999596047460417
D,RJ,2439466.75,2438319.70452398,2060,projection,1,1.00047042456077,0.999529796634441
D,RJ,2439466.75,2438131.95962477,2059,projection,1,1.00054746436917,0.999452835184072
D,RJ,2439466.75,2437913.86747755,2058,projection,1,1.00063697185662,0.99936343361825
D,RJ,2439466.75,2437660.529547,2057,projection,1,1.00074096472052,0.999259583901687
D,RJ,2439466.75,2437366.25897872,2056,projection,1,1.0008617871908,0.999138954846883
D,RJ,2439466.75,2437024.45456845,2055,projection,1,1.00100216287406,0.998998840450869
D,RJ,2439466.75,2436627.45487363,2054,projection,1,1.00116525614972,0.998836100091804
D,RJ,2439466.75,2436166.36944086,2053,projection,1,1.00135474350214,0.998647089344777
D,RJ,2439466.75,2435630.88369746,2052,projection,1,1.00157489639675,0.998427580001841
D,RJ,2439466.75,2435009.03358352,2051,projection,1,1.00183067756834,0.998172667687937
D,RJ,2439466.75,2434286.94548277,2050,projection,1,1.00212785289213,0.997876665251851
D,RJ,2439466.75,2433448.53644748,2049,projection,1,1.00247312135941,0.997532979880736
D,RJ,2439466.75,2432475.1691124,2048,projection,1,1.00287426608764,0.997133971640483
D,RJ,2439466.75,2431345.25506536,2047,projection,1,1.00334032976917,0.996670790887133
D,RJ,2439466.75,2430033.79980705,2046,projection,1,1.00388181851368,0.996133191734238
D,RJ,2439466.75,2428511.88181966,2045,projection,1,1.00451093867909,0.995509318509738
D,RJ,2439466.75,2426746.05771599,2044,projection,1,1.00524187203006,0.994785461911294
D,RJ,2439466.75,2424697.68502044,2043,projection,1,1.00609109542637,0.993945781396872
D,RJ,2439466.75,2422322.15392981,2042,projection,1,1.00707775224793,0.992971990263779
D,RJ,2439466.75,2419568.01953533,2041,projection,1,1.00822408392904,0.991842999924195
D,RJ,2439466.75,2416376.02662292,2040,projection,1,1.00955593132967,0.990534520145816
D,RJ,2439466.75,2412678.02052608,2039,projection,1,1.01110331724582,0.989018612582476
D,RJ,2439466.75,2408395.73986987,2038,projection,1,1.01290112318991,0.987263195888968
D,RJ,2439466.75,2403439.49078654,2037,projection,1,1.01498987569754,0.985231502247998
D,RJ,2439466.75,2397706.70776568,2036,projection,1,1.01741665988549,0.982881487425758
D,RJ,2439466.75,2391080.41429798,2035,projection,1,1.02023618085476,0.980165199750307
D,RJ,2439466.75,2383427.60756313,2034,projection,1,1.02351199686495,0.977028117953702
D,RJ,2439466.75,2374597.60638318,2033,projection,1,1.02731795207847,0.973408473955704
D,RJ,2439466.75,2364420.42136255,2032,projection,1,1.03173984117182,0.969236584742361
D,RJ,2439466.75,2352705.2314082,2031,projection,1,1.03687734333802,0.964434227852541
D,RJ,2439466.75,2339239.08237378,2030,projection,1,1.04284626927681,0.958914107918782
D,RJ,2439466.75,2323785.96175388,2029,projection,1,1.0497811718248,0.952579477360729
D,RJ,2439466.75,2306086.44784948,2028,projection,1,1.05783837907504,0.945323992569064
D,RJ,2439466.75,2285858.18118698,2027,projection,1,1.06719951835912,0.93703190715224
D,RJ,2439466.75,2262797.4570355,2026,projection,1,1.07807561053032,0.927578724750192
D,RJ,2439466.75,2236582.28504166,2025,projection,1,1.09071182684189,0.916832453257116
D,RJ,2439466.75,2206877.29654498,2024,projection,1,1.10539301565119,0.904655616455922
