array_x,g,veh,fuel,type_emi,pollutant,age,hour
array_x_28,0,TRUCKS_LIGHT_D,D,Exhaust,FC,28,20
array_x_29,0,TRUCKS_LIGHT_D,D,Exhaust,FC,29,20
array_x_30,0,TRUCKS_LIGHT_D,D,Exhaust,FC,30,20
array_x_1,3660759.28462731,TRUCKS_LIGHT_D,D,Exhaust,FC,1,21
array_x_2,3910407.43203594,TRUCKS_LIGHT_D,D,Exhaust,FC,2,21
array_x_3,3556713.94213401,TRUCKS_LIGHT_D,D,Exhaust,FC,3,21
array_x_4,5541902.43230067,TRUCKS_LIGHT_D,D,Exhaust,FC,4,21
array_x_5,5829495.59015003,TRUCKS_LIGHT_D,D,Exhaust,FC,5,21
array_x_6,3598983.44695064,TRUCKS_LIGHT_D,D,Exhaust,FC,6,21
array_x_7,1512208.58069628,TRUCKS_LIGHT_D,D,Exhaust,FC,7,21
array_x_8,1365890.71477533,TRUCKS_LIGHT_D,D,Exhaust,FC,8,21
array_x_9,465903.032744633,TRUCKS_LIGHT_D,D,Exhaust,FC,9,21
array_x_10,108572.305380011,TRUCKS_LIGHT_D,D,Exhaust,FC,10,21
array_x_11,10908.8889172251,TRUCKS_LIGHT_D,D,Exhaust,FC,11,21
array_x_12,363.497035565222,TRUCKS_LIGHT_D,D,Exhaust,FC,12,21
array_x_13,3.3178323897534,TRUCKS_LIGHT_D,D,Exhaust,FC,13,21
array_x_14,0.00345090443786625,TRUCKS_LIGHT_D,D,Exhaust,FC,14,21
array_x_15,1.05654528172654e-07,TRUCKS_LIGHT_D,D,Exhaust,FC,15,21
array_x_16,1.27028257823609e-14,TRUCKS_LIGHT_D,D,Exhaust,FC,16,21
array_x_17,9.78599485558738e-23,TRUCKS_LIGHT_D,D,Exhaust,FC,17,21
array_x_18,1.67255992087642e-33,TRUCKS_LIGHT_D,D,Exhaust,FC,18,21
array_x_19,2.31708279922243e-47,TRUCKS_LIGHT_D,D,Exhaust,FC,19,21
array_x_20,3.98038366807104e-65,TRUCKS_LIGHT_D,D,Exhaust,FC,20,21
array_x_21,2.81909987164198e-87,TRUCKS_LIGHT_D,D,Exhaust,FC,21,21
array_x_22,5.17101504274955e-115,TRUCKS_LIGHT_D,D,Exhaust,FC,22,21
array_x_23,3.72839241070893e-149,TRUCKS_LIGHT_D,D,Exhaust,FC,23,21
array_x_24,8.31796625455363e-191,TRUCKS_LIGHT_D,D,Exhaust,FC,24,21
array_x_25,4.1062594573275e-241,TRUCKS_LIGHT_D,D,Exhaust,FC,25,21
array_x_26,1.25397960934534e-301,TRUCKS_LIGHT_D,D,Exhaust,FC,26,21
array_x_27,0,TRUCKS_LIGHT_D,D,Exhaust,FC,27,21
array_x_28,0,TRUCKS_LIGHT_D,D,Exhaust,FC,28,21
array_x_29,0,TRUCKS_LIGHT_D,D,Exhaust,FC,29,21
array_x_30,0,TRUCKS_LIGHT_D,D,Exhaust,FC,30,21
array_x_1,2722621.74820689,TRUCKS_LIGHT_D,D,Exhaust,FC,1,22
array_x_2,2908292.92259646,TRUCKS_LIGHT_D,D,Exhaust,FC,2,22
array_x_3,2645239.95654922,TRUCKS_LIGHT_D,D,Exhaust,FC,3,22
array_x_4,4121687.03688982,TRUCKS_LIGHT_D,D,Exhaust,FC,4,22
array_x_5,4335579.10826536,TRUCKS_LIGHT_D,D,Exhaust,FC,5,22
array_x_6,2676677.11593388,TRUCKS_LIGHT_D,D,Exhaust,FC,6,22
array_x_7,1124677.05454387,TRUCKS_LIGHT_D,D,Exhaust,FC,7,22
array_x_8,1015855.85846564,TRUCKS_LIGHT_D,D,Exhaust,FC,8,22
array_x_9,345040.706120097,TRUCKS_LIGHT_D,D,Exhaust,FC,9,22
array_x_10,80406.9994838153,TRUCKS_LIGHT_D,D,Exhaust,FC,10,22
array_x_11,8078.95735902658,TRUCKS_LIGHT_D,D,Exhaust,FC,11,22
array_x_12,269.200380785525,TRUCKS_LIGHT_D,D,Exhaust,FC,12,22
array_x_13,2.4818671559437,TRUCKS_LIGHT_D,D,Exhaust,FC,13,22
array_x_14,0.00258141020296603,TRUCKS_LIGHT_D,D,Exhaust,FC,14,22
array_x_15,7.90336799888579e-08,TRUCKS_LIGHT_D,D,Exhaust,FC,15,22
array_x_16,9.50220577575938e-15,TRUCKS_LIGHT_D,D,Exhaust,FC,16,22
array_x_17,7.32030324838728e-23,TRUCKS_LIGHT_D,D,Exhaust,FC,17,22
array_x_18,1.24782349779671e-33,TRUCKS_LIGHT_D,D,Exhaust,FC,18,22
array_x_19,1.7286737097558e-47,TRUCKS_LIGHT_D,D,Exhaust,FC,19,22
array_x_20,2.969589435494e-65,TRUCKS_LIGHT_D,D,Exhaust,FC,20,22
array_x_21,2.09494064278022e-87,TRUCKS_LIGHT_D,D,Exhaust,FC,21,22
array_x_22,3.84270514374302e-115,TRUCKS_LIGHT_D,D,Exhaust,FC,22,22
array_x_23,2.77065770957525e-149,TRUCKS_LIGHT_D,D,Exhaust,FC,23,22
array_x_24,6.18127997068412e-191,TRUCKS_LIGHT_D,D,Exhaust,FC,24,22
array_x_25,3.06718192137728e-241,TRUCKS_LIGHT_D,D,Exhaust,FC,25,22
array_x_26,9.36663556584656e-302,TRUCKS_LIGHT_D,D,Exhaust,FC,26,22
array_x_27,0,TRUCKS_LIGHT_D,D,Exhaust,FC,27,22
array_x_28,0,TRUCKS_LIGHT_D,D,Exhaust,FC,28,22
array_x_29,0,TRUCKS_LIGHT_D,D,Exhaust,FC,29,22
array_x_30,0,TRUCKS_LIGHT_D,D,Exhaust,FC,30,22
array_x_1,2775610.50384445,TRUCKS_LIGHT_D,D,Exhaust,FC,1,23
array_x_2,2964895.2850434,TRUCKS_LIGHT_D,D,Exhaust,FC,2,23
array_x_3,2696722.67674442,TRUCKS_LIGHT_D,D,Exhaust,FC,3,23
array_x_4,4201904.96189395,TRUCKS_LIGHT_D,D,Exhaust,FC,4,23
array_x_5,4419959.88648639,TRUCKS_LIGHT_D,D,Exhaust,FC,5,23
array_x_6,2728771.67872443,TRUCKS_LIGHT_D,D,Exhaust,FC,6,23
array_x_7,1146565.97012814,TRUCKS_LIGHT_D,D,Exhaust,FC,7,23
array_x_8,1035626.85231842,TRUCKS_LIGHT_D,D,Exhaust,FC,8,23
array_x_9,351756.026628225,TRUCKS_LIGHT_D,D,Exhaust,FC,9,23
array_x_10,81971.9127333342,TRUCKS_LIGHT_D,D,Exhaust,FC,10,23
array_x_11,8236.19326503727,TRUCKS_LIGHT_D,D,Exhaust,FC,11,23
array_x_12,274.439666486661,TRUCKS_LIGHT_D,D,Exhaust,FC,12,23
array_x_13,2.53017024921686,TRUCKS_LIGHT_D,D,Exhaust,FC,13,23
array_x_14,0.00263165064291527,TRUCKS_LIGHT_D,D,Exhaust,FC,14,23
array_x_15,8.05718651439662e-08,TRUCKS_LIGHT_D,D,Exhaust,FC,15,23
array_x_16,9.68714151286687e-15,TRUCKS_LIGHT_D,D,Exhaust,FC,16,23
array_x_17,7.46277392404286e-23,TRUCKS_LIGHT_D,D,Exhaust,FC,17,23
array_x_18,1.27210913881427e-33,TRUCKS_LIGHT_D,D,Exhaust,FC,18,23
array_x_19,1.76231785031395e-47,TRUCKS_LIGHT_D,D,Exhaust,FC,19,23
array_x_20,3.02738477524139e-65,TRUCKS_LIGHT_D,D,Exhaust,FC,20,23
array_x_21,2.13571321718156e-87,TRUCKS_LIGHT_D,D,Exhaust,FC,21,23
array_x_22,3.91749341133219e-115,TRUCKS_LIGHT_D,D,Exhaust,FC,22,23
array_x_23,2.82458136034485e-149,TRUCKS_LIGHT_D,D,Exhaust,FC,23,23
array_x_24,6.30158251881063e-191,TRUCKS_LIGHT_D,D,Exhaust,FC,24,23
array_x_25,3.12687664519811e-241,TRUCKS_LIGHT_D,D,Exhaust,FC,25,23
array_x_26,9.54893278119482e-302,TRUCKS_LIGHT_D,D,Exhaust,FC,26,23
array_x_27,0,TRUCKS_LIGHT_D,D,Exhaust,FC,27,23
array_x_28,0,TRUCKS_LIGHT_D,D,Exhaust,FC,28,23
array_x_29,0,TRUCKS_LIGHT_D,D,Exhaust,FC,29,23
array_x_30,0,TRUCKS_LIGHT_D,D,Exhaust,FC,30,23
array_x_1,2866448.84034271,TRUCKS_LIGHT_D,D,Exhaust,FC,1,24
array_x_2,3061928.40810293,TRUCKS_LIGHT_D,D,Exhaust,FC,2,24
array_x_3,2784979.22484917,TRUCKS_LIGHT_D,D,Exhaust,FC,3,24
array_x_4,4339422.11580786,TRUCKS_LIGHT_D,D,Exhaust,FC,4,24
array_x_5,4564613.39710013,TRUCKS_LIGHT_D,D,Exhaust,FC,5,24
array_x_6,2818077.10527313,TRUCKS_LIGHT_D,D,Exhaust,FC,6,24
array_x_7,1184090.01943826,TRUCKS_LIGHT_D,D,Exhaust,FC,7,24
array_x_8,1069520.15988705,TRUCKS_LIGHT_D,D,Exhaust,FC,8,24
array_x_9,363268.064166593,TRUCKS_LIGHT_D,D,Exhaust,FC,9,24
array_x_10,84654.6350324331,TRUCKS_LIGHT_D,D,Exhaust,FC,10,24
array_x_11,8505.74192621935,TRUCKS_LIGHT_D,D,Exhaust,FC,11,24
array_x_12,283.421345558079,TRUCKS_LIGHT_D,D,Exhaust,FC,12,24
array_x_13,2.61297598012828,TRUCKS_LIGHT_D,D,Exhaust,FC,13,24
array_x_14,0.00271777755672969,TRUCKS_LIGHT_D,D,Exhaust,FC,14,24
array_x_15,8.32087676157297e-08,TRUCKS_LIGHT_D,D,Exhaust,FC,15,24
array_x_16,1.00041758443169e-14,TRUCKS_LIGHT_D,D,Exhaust,FC,16,24
array_x_17,7.7070106308804e-23,TRUCKS_LIGHT_D,D,Exhaust,FC,17,24
array_x_18,1.31374188154026e-33,TRUCKS_LIGHT_D,D,Exhaust,FC,18,24
array_x_19,1.81999381806301e-47,TRUCKS_LIGHT_D,D,Exhaust,FC,19,24
array_x_20,3.1264630128191e-65,TRUCKS_LIGHT_D,D,Exhaust,FC,20,24
array_x_21,2.20560942041952e-87,TRUCKS_LIGHT_D,D,Exhaust,FC,21,24
array_x_22,4.04570253297783e-115,TRUCKS_LIGHT_D,D,Exhaust,FC,22,24
array_x_23,2.91702238249919e-149,TRUCKS_LIGHT_D,D,Exhaust,FC,23,24
array_x_24,6.50781652481486e-191,TRUCKS_LIGHT_D,D,Exhaust,FC,24,24
array_x_25,3.22921098659495e-241,TRUCKS_LIGHT_D,D,Exhaust,FC,25,24
array_x_26,9.8614439090984e-302,TRUCKS_LIGHT_D,D,Exhaust,FC,26,24
array_x_27,0,TRUCKS_LIGHT_D,D,Exhaust,FC,27,24
array_x_28,0,TRUCKS_LIGHT_D,D,Exhaust,FC,28,24
array_x_29,0,TRUCKS_LIGHT_D,D,Exhaust,FC,29,24
array_x_30,0,TRUCKS_LIGHT_D,D,Exhaust,FC,30,24
array_x_1,133294.698580117,TRUCKS_MEDIUM_G,G,Exhaust,FC,1,1
array_x_2,126359.132258508,TRUCKS_MEDIUM_G,G,Exhaust,FC,2,1
array_x_3,102197.896344392,TRUCKS_MEDIUM_G,G,Exhaust,FC,3,1
array_x_4,216736.108309131,TRUCKS_MEDIUM_G,G,Exhaust,FC,4,1
array_x_5,124995.537822559,TRUCKS_MEDIUM_G,G,Exhaust,FC,5,1
array_x_6,73320.3455905637,TRUCKS_MEDIUM_G,G,Exhaust,FC,6,1
array_x_7,54196.7545570142,TRUCKS_MEDIUM_G,G,Exhaust,FC,7,1
array_x_8,49621.2094843761,TRUCKS_MEDIUM_G,G,Exhaust,FC,8,1
array_x_9,37745.9341618838,TRUCKS_MEDIUM_G,G,Exhaust,FC,9,1
array_x_10,19392.1926495762,TRUCKS_MEDIUM_G,G,Exhaust,FC,10,1
array_x_11,9773.17734676129,TRUCKS_MEDIUM_G,G,Exhaust,FC,11,1
array_x_12,3221.52246877265,TRUCKS_MEDIUM_G,G,Exhaust,FC,12,1
array_x_13,599.525973563681,TRUCKS_MEDIUM_G,G,Exhaust,FC,13,1
array_x_14,99.4622688544116,TRUCKS_MEDIUM_G,G,Exhaust,FC,14,1
array_x_15,3.34490256452881,TRUCKS_MEDIUM_G,G,Exhaust,FC,15,1
array_x_16,0.0176497233315302,TRUCKS_MEDIUM_G,G,Exhaust,FC,16,1
array_x_17,9.79478917131013e-05,TRUCKS_MEDIUM_G,G,Exhaust,FC,17,1
array_x_18,1.61781968119531e-07,TRUCKS_MEDIUM_G,G,Exhaust,FC,18,1
array_x_19,2.46042018987854e-11,TRUCKS_MEDIUM_G,G,Exhaust,FC,19,1
array_x_20,3.21522723264594e-16,TRUCKS_MEDIUM_G,G,Exhaust,FC,20,1
array_x_21,2.93114352584101e-22,TRUCKS_MEDIUM_G,G,Exhaust,FC,21,1
array_x_22,5.14245033626599e-30,TRUCKS_MEDIUM_G,G,Exhaust,FC,22,1
array_x_23,1.57316893610674e-39,TRUCKS_MEDIUM_G,G,Exhaust,FC,23,1
array_x_24,1.64635527548259e-48,TRUCKS_MEDIUM_G,G,Exhaust,FC,24,1
array_x_25,1.54313703782475e-62,TRUCKS_MEDIUM_G,G,Exhaust,FC,25,1
array_x_26,2.23936769586091e-79,TRUCKS_MEDIUM_G,G,Exhaust,FC,26,1
array_x_27,1.89830904620333e-99,TRUCKS_MEDIUM_G,G,Exhaust,FC,27,1
array_x_28,3.20383300463755e-123,TRUCKS_MEDIUM_G,G,Exhaust,FC,28,1
array_x_29,3.29400326818609e-151,TRUCKS_MEDIUM_G,G,Exhaust,FC,29,1
array_x_30,5.63115936210902e-184,TRUCKS_MEDIUM_G,G,Exhaust,FC,30,1
array_x_1,94980.4919401529,TRUCKS_MEDIUM_G,G,Exhaust,FC,1,2
array_x_2,90038.4836823074,TRUCKS_MEDIUM_G,G,Exhaust,FC,2,2
array_x_3,72822.1495186079,TRUCKS_MEDIUM_G,G,Exhaust,FC,3,2
array_x_4,154437.516327946,TRUCKS_MEDIUM_G,G,Exhaust,FC,4,2
array_x_5,89066.8406108806,TRUCKS_MEDIUM_G,G,Exhaust,FC,5,2
array_x_6,52245.1572912933,TRUCKS_MEDIUM_G,G,Exhaust,FC,6,2
array_x_7,38618.4481769988,TRUCKS_MEDIUM_G,G,Exhaust,FC,7,2
array_x_8,35358.0970413361,TRUCKS_MEDIUM_G,G,Exhaust,FC,8,2
array_x_9,26896.2489403244,TRUCKS_MEDIUM_G,G,Exhaust,FC,9,2
array_x_10,13818.1039251752,TRUCKS_MEDIUM_G,G,Exhaust,FC,10,2
array_x_11,6963.97682804925,TRUCKS_MEDIUM_G,G,Exhaust,FC,11,2
array_x_12,2295.52857045077,TRUCKS_MEDIUM_G,G,Exhaust,FC,12,2
array_x_13,427.198324513646,TRUCKS_MEDIUM_G,G,Exhaust,FC,13,2
array_x_14,70.8728503526915,TRUCKS_MEDIUM_G,G,Exhaust,FC,14,2
array_x_15,2.383444311402,TRUCKS_MEDIUM_G,G,Exhaust,FC,15,2
array_x_16,0.0125764897065935,TRUCKS_MEDIUM_G,G,Exhaust,FC,16,2
array_x_17,6.97937655323892e-05,TRUCKS_MEDIUM_G,G,Exhaust,FC,17,2
array_x_18,1.15279385322315e-07,TRUCKS_MEDIUM_G,G,Exhaust,FC,18,2
array_x_19,1.75319740772501e-11,TRUCKS_MEDIUM_G,G,Exhaust,FC,19,2
array_x_20,2.29104283597997e-16,TRUCKS_MEDIUM_G,G,Exhaust,FC,20,2
array_x_21,2.08861610399486e-22,TRUCKS_MEDIUM_G,G,Exhaust,FC,21,2
array_x_22,3.66430524183806e-30,TRUCKS_MEDIUM_G,G,Exhaust,FC,22,2
array_x_23,1.12097751109415e-39,TRUCKS_MEDIUM_G,G,Exhaust,FC,23,2
array_x_24,1.17312718089546e-48,TRUCKS_MEDIUM_G,G,Exhaust,FC,24,2
array_x_25,1.09957797680581e-62,TRUCKS_MEDIUM_G,G,Exhaust,FC,25,2
array_x_26,1.59568420689975e-79,TRUCKS_MEDIUM_G,G,Exhaust,FC,26,2
array_x_27,1.35265940043717e-99,TRUCKS_MEDIUM_G,G,Exhaust,FC,27,2
array_x_28,2.28292376303076e-123,TRUCKS_MEDIUM_G,G,Exhaust,FC,28,2
array_x_29,2.34717550058255e-151,TRUCKS_MEDIUM_G,G,Exhaust,FC,29,2
array_x_30,4.01253982419292e-184,TRUCKS_MEDIUM_G,G,Exhaust,FC,30,2
array_x_1,94658.5492000944,TRUCKS_MEDIUM_G,G,Exhaust,FC,1,3
array_x_2,89733.292210298,TRUCKS_MEDIUM_G,G,Exhaust,FC,2,3
array_x_3,72575.3139645476,TRUCKS_MEDIUM_G,G,Exhaust,FC,3,3
array_x_4,153914.040020772,TRUCKS_MEDIUM_G,G,Exhaust,FC,4,3
array_x_5,88764.942588151,TRUCKS_MEDIUM_G,G,Exhaust,FC,5,3
array_x_6,52068.0688308152,TRUCKS_MEDIUM_G,G,Exhaust,FC,6,3
array_x_7,38487.5483599002,TRUCKS_MEDIUM_G,G,Exhaust,FC,7,3
array_x_8,35238.2484028187,TRUCKS_MEDIUM_G,G,Exhaust,FC,8,3
array_x_9,26805.0823027943,TRUCKS_MEDIUM_G,G,Exhaust,FC,9,3
array_x_10,13771.2665362629,TRUCKS_MEDIUM_G,G,Exhaust,FC,10,3
array_x_11,6940.37196208227,TRUCKS_MEDIUM_G,G,Exhaust,FC,11,3
array_x_12,2287.74772258657,TRUCKS_MEDIUM_G,G,Exhaust,FC,12,3
array_x_13,425.750307175212,TRUCKS_MEDIUM_G,G,Exhaust,FC,13,3
array_x_14,70.6326220787353,TRUCKS_MEDIUM_G,G,Exhaust,FC,14,3
array_x_15,2.37536546724448,TRUCKS_MEDIUM_G,G,Exhaust,FC,15,3
array_x_16,0.0125338608522493,TRUCKS_MEDIUM_G,G,Exhaust,FC,16,3
array_x_17,6.95571948887179e-05,TRUCKS_MEDIUM_G,G,Exhaust,FC,17,3
array_x_18,1.1488863812334e-07,TRUCKS_MEDIUM_G,G,Exhaust,FC,18,3
array_x_19,1.74725482766697e-11,TRUCKS_MEDIUM_G,G,Exhaust,FC,19,3
array_x_20,2.28327719281325e-16,TRUCKS_MEDIUM_G,G,Exhaust,FC,20,3
array_x_21,2.08153659979653e-22,TRUCKS_MEDIUM_G,G,Exhaust,FC,21,3
array_x_22,3.65188483375352e-30,TRUCKS_MEDIUM_G,G,Exhaust,FC,22,3
array_x_23,1.11717788272738e-39,TRUCKS_MEDIUM_G,G,Exhaust,FC,23,3
array_x_24,1.16915078772945e-48,TRUCKS_MEDIUM_G,G,Exhaust,FC,24,3
array_x_25,1.09585088359403e-62,TRUCKS_MEDIUM_G,G,Exhaust,FC,25,3
array_x_26,1.59027552838753e-79,TRUCKS_MEDIUM_G,G,Exhaust,FC,26,3
array_x_27,1.34807447078638e-99,TRUCKS_MEDIUM_G,G,Exhaust,FC,27,3
array_x_28,2.27518564000569e-123,TRUCKS_MEDIUM_G,G,Exhaust,FC,28,3
array_x_29,2.3392195919889e-151,TRUCKS_MEDIUM_G,G,Exhaust,FC,29,3
array_x_30,3.99893905166367e-184,TRUCKS_MEDIUM_G,G,Exhaust,FC,30,3
array_x_1,138124.175300217,TRUCKS_MEDIUM_G,G,Exhaust,FC,1,4
array_x_2,130937.322494992,TRUCKS_MEDIUM_G,G,Exhaust,FC,2,4
array_x_3,105900.686976697,TRUCKS_MEDIUM_G,G,Exhaust,FC,3,4
array_x_4,224588.798630906,TRUCKS_MEDIUM_G,G,Exhaust,FC,4,4
array_x_5,129524.322886487,TRUCKS_MEDIUM_G,G,Exhaust,FC,5,4
array_x_6,75976.8571091105,TRUCKS_MEDIUM_G,G,Exhaust,FC,6,4
array_x_7,56160.3882740802,TRUCKS_MEDIUM_G,G,Exhaust,FC,7,4
array_x_8,51419.0640020782,TRUCKS_MEDIUM_G,G,Exhaust,FC,8,4
array_x_9,39113.5287643328,TRUCKS_MEDIUM_G,G,Exhaust,FC,9,4
array_x_10,20094.8023103537,TRUCKS_MEDIUM_G,G,Exhaust,FC,10,4
array_x_11,10127.2749438928,TRUCKS_MEDIUM_G,G,Exhaust,FC,11,4
array_x_12,3338.24329812255,TRUCKS_MEDIUM_G,G,Exhaust,FC,12,4
array_x_13,621.2477431709,TRUCKS_MEDIUM_G,G,Exhaust,FC,13,4
array_x_14,103.065943397192,TRUCKS_MEDIUM_G,G,Exhaust,FC,14,4
array_x_15,3.46609364893405,TRUCKS_MEDIUM_G,G,Exhaust,FC,15,4
array_x_16,0.0182892005864684,TRUCKS_MEDIUM_G,G,Exhaust,FC,16,4
array_x_17,0.000101496697988596,TRUCKS_MEDIUM_G,G,Exhaust,FC,17,4
array_x_18,1.67643583450734e-07,TRUCKS_MEDIUM_G,G,Exhaust,FC,18,4
array_x_19,2.54956508577656e-11,TRUCKS_MEDIUM_G,G,Exhaust,FC,19,4
array_x_20,3.33171997568299e-16,TRUCKS_MEDIUM_G,G,Exhaust,FC,20,4
array_x_21,3.0373434690654e-22,TRUCKS_MEDIUM_G,G,Exhaust,FC,21,4
array_x_22,5.32876940557495e-30,TRUCKS_MEDIUM_G,G,Exhaust,FC,22,4
array_x_23,1.63016732264906e-39,TRUCKS_MEDIUM_G,G,Exhaust,FC,23,4
array_x_24,1.70600531828739e-48,TRUCKS_MEDIUM_G,G,Exhaust,FC,24,4
array_x_25,1.59904732142556e-62,TRUCKS_MEDIUM_G,G,Exhaust,FC,25,4
array_x_26,2.32050351198944e-79,TRUCKS_MEDIUM_G,G,Exhaust,FC,26,4
array_x_27,1.96708777066763e-99,TRUCKS_MEDIUM_G,G,Exhaust,FC,27,4
array_x_28,3.31991291686065e-123,TRUCKS_MEDIUM_G,G,Exhaust,FC,28,4
array_x_29,3.4133501909752e-151,TRUCKS_MEDIUM_G,G,Exhaust,FC,29,4
array_x_30,5.83518512859614e-184,TRUCKS_MEDIUM_G,G,Exhaust,FC,30,4
array_x_1,276892.319985357,TRUCKS_MEDIUM_G,G,Exhaust,FC,1,5
array_x_2,262485.107473088,TRUCKS_MEDIUM_G,G,Exhaust,FC,2,5
array_x_3,212295.109391865,TRUCKS_MEDIUM_G,G,Exhaust,FC,3,5
array_x_4,450224.686304701,TRUCKS_MEDIUM_G,G,Exhaust,FC,4,5
array_x_5,259652.52049918,TRUCKS_MEDIUM_G,G,Exhaust,FC,5,5
array_x_6,152307.937292021,TRUCKS_MEDIUM_G,G,Exhaust,FC,6,5
array_x_7,112582.610297504,TRUCKS_MEDIUM_G,G,Exhaust,FC,7,5
array_x_8,103077.856516176,TRUCKS_MEDIUM_G,G,Exhaust,FC,8,5
array_x_9,78409.4145636002,TRUCKS_MEDIUM_G,G,Exhaust,FC,9,5
array_x_10,40283.2916053053,TRUCKS_MEDIUM_G,G,Exhaust,FC,10,5
array_x_11,20301.7657716263,TRUCKS_MEDIUM_G,G,Exhaust,FC,11,5
array_x_12,6692.05031982023,TRUCKS_MEDIUM_G,G,Exhaust,FC,12,5
array_x_13,1245.39189840135,TRUCKS_MEDIUM_G,G,Exhaust,FC,13,5
array_x_14,206.612405950655,TRUCKS_MEDIUM_G,G,Exhaust,FC,14,5
array_x_15,6.94834709169374,TRUCKS_MEDIUM_G,G,Exhaust,FC,15,5
array_x_16,0.036663669991569,TRUCKS_MEDIUM_G,G,Exhaust,FC,16,5
array_x_17,0.000203466598919641,TRUCKS_MEDIUM_G,G,Exhaust,FC,17,5
array_x_18,3.36068763136061e-07,TRUCKS_MEDIUM_G,G,Exhaust,FC,18,5
array_x_19,5.11101688042606e-11,TRUCKS_MEDIUM_G,G,Exhaust,FC,19,5
array_x_20,6.67897326158348e-16,TRUCKS_MEDIUM_G,G,Exhaust,FC,20,5
array_x_21,6.08884779158982e-22,TRUCKS_MEDIUM_G,G,Exhaust,FC,21,5
array_x_22,1.06823828643292e-29,TRUCKS_MEDIUM_G,G,Exhaust,FC,22,5
array_x_23,3.26793489229185e-39,TRUCKS_MEDIUM_G,G,Exhaust,FC,23,5
array_x_24,3.41996445923547e-48,TRUCKS_MEDIUM_G,G,Exhaust,FC,24,5
array_x_25,3.20554980063072e-62,TRUCKS_MEDIUM_G,G,Exhaust,FC,25,5
array_x_26,4.65182579061461e-79,TRUCKS_MEDIUM_G,G,Exhaust,FC,26,5
array_x_27,3.94334659556246e-99,TRUCKS_MEDIUM_G,G,Exhaust,FC,27,5
array_x_28,6.6553040964832e-123,TRUCKS_MEDIUM_G,G,Exhaust,FC,28,5
array_x_29,6.84261427260878e-151,TRUCKS_MEDIUM_G,G,Exhaust,FC,29,5
array_x_30,1.16975753468879e-183,TRUCKS_MEDIUM_G,G,Exhaust,FC,30,5
array_x_1,662212.018101293,TRUCKS_MEDIUM_G,G,Exhaust,FC,1,6
array_x_2,627755.918800784,TRUCKS_MEDIUM_G,G,Exhaust,FC,2,6
array_x_3,507722.181788415,TRUCKS_MEDIUM_G,G,Exhaust,FC,3,6
array_x_4,1076751.41778083,TRUCKS_MEDIUM_G,G,Exhaust,FC,4,6
array_x_5,620981.541177965,TRUCKS_MEDIUM_G,G,Exhaust,FC,5,6
array_x_6,364257.652694478,TRUCKS_MEDIUM_G,G,Exhaust,FC,6,6
array_x_7,269251.084942206,TRUCKS_MEDIUM_G,G,Exhaust,FC,7,6
array_x_8,246519.641240835,TRUCKS_MEDIUM_G,G,Exhaust,FC,8,6
array_x_9,187522.921036772,TRUCKS_MEDIUM_G,G,Exhaust,FC,9,6
array_x_10,96340.9885515165,TRUCKS_MEDIUM_G,G,Exhaust,FC,10,6
array_x_11,48553.4350803207,TRUCKS_MEDIUM_G,G,Exhaust,FC,11,6
array_x_12,16004.6192243899,TRUCKS_MEDIUM_G,G,Exhaust,FC,12,6
array_x_13,2978.46282775546,TRUCKS_MEDIUM_G,G,Exhaust,FC,13,6
array_x_14,494.131503237729,TRUCKS_MEDIUM_G,G,Exhaust,FC,14,6
array_x_15,16.6175752014433,TRUCKS_MEDIUM_G,G,Exhaust,FC,15,6
array_x_16,0.0872401052363646,TRUCKS_MEDIUM_G,G,Exhaust,FC,16,6
array_x_17,0.000484142681458688,TRUCKS_MEDIUM_G,G,Exhaust,FC,17,6
array_x_18,7.99665561832375e-07,TRUCKS_MEDIUM_G,G,Exhaust,FC,18,6
array_x_19,1.21653169729948e-10,TRUCKS_MEDIUM_G,G,Exhaust,FC,19,6
array_x_20,1.58973896354157e-15,TRUCKS_MEDIUM_G,G,Exhaust,FC,20,6
array_x_21,1.4492764378981e-21,TRUCKS_MEDIUM_G,G,Exhaust,FC,21,6
array_x_22,2.52402004307818e-29,TRUCKS_MEDIUM_G,G,Exhaust,FC,22,6
array_x_23,7.72143563133479e-39,TRUCKS_MEDIUM_G,G,Exhaust,FC,23,6
array_x_24,6.9862306034542e-48,TRUCKS_MEDIUM_G,G,Exhaust,FC,24,6
array_x_25,6.54822890266792e-62,TRUCKS_MEDIUM_G,G,Exhaust,FC,25,6
array_x_26,9.50265071105281e-79,TRUCKS_MEDIUM_G,G,Exhaust,FC,26,6
array_x_27,8.05538449136514e-99,TRUCKS_MEDIUM_G,G,Exhaust,FC,27,6
array_x_28,1.35953135502873e-122,TRUCKS_MEDIUM_G,G,Exhaust,FC,28,6
array_x_29,1.39779467911835e-150,TRUCKS_MEDIUM_G,G,Exhaust,FC,29,6
array_x_30,2.38955579359758e-183,TRUCKS_MEDIUM_G,G,Exhaust,FC,30,6
array_x_1,1069987.56185691,TRUCKS_MEDIUM_G,G,Exhaust,FC,1,7
array_x_2,1014314.15715586,TRUCKS_MEDIUM_G,G,Exhaust,FC,2,7
array_x_3,820366.294393283,TRUCKS_MEDIUM_G,G,Exhaust,FC,3,7
array_x_4,1739791.17374015,TRUCKS_MEDIUM_G,G,Exhaust,FC,4,7
