array_x,g,veh,fuel,type_emi,pollutant,age,hour
array_x_1,281684.012786593,PV_SMALL_CNG,CNG,Exhaust,FC,1,16
array_x_2,319731.498488557,PV_SMALL_CNG,CNG,Exhaust,FC,2,16
array_x_3,388593.389769475,PV_SMALL_CNG,CNG,Exhaust,FC,3,16
array_x_4,671304.109626185,PV_SMALL_CNG,CNG,Exhaust,FC,4,16
array_x_5,374590.187626604,PV_SMALL_CNG,CNG,Exhaust,FC,5,16
array_x_6,386094.844898263,PV_SMALL_CNG,CNG,Exhaust,FC,6,16
array_x_7,478525.040816553,PV_SMALL_CNG,CNG,Exhaust,FC,7,16
array_x_8,579567.390952002,PV_SMALL_CNG,CNG,Exhaust,FC,8,16
array_x_9,952876.060395852,PV_SMALL_CNG,CNG,Exhaust,FC,9,16
array_x_10,888842.362489047,PV_SMALL_CNG,CNG,Exhaust,FC,10,16
array_x_11,598759.453122803,PV_SMALL_CNG,CNG,Exhaust,FC,11,16
array_x_12,479757.85167426,PV_SMALL_CNG,CNG,Exhaust,FC,12,16
array_x_13,154782.90827873,PV_SMALL_CNG,CNG,Exhaust,FC,13,16
array_x_14,117586.925258007,PV_SMALL_CNG,CNG,Exhaust,FC,14,16
array_x_15,83799.1684927285,PV_SMALL_CNG,CNG,Exhaust,FC,15,16
array_x_16,58260.7587856577,PV_SMALL_CNG,CNG,Exhaust,FC,16,16
array_x_17,34602.5115247269,PV_SMALL_CNG,CNG,Exhaust,FC,17,16
array_x_18,21894.6643079474,PV_SMALL_CNG,CNG,Exhaust,FC,18,16
array_x_19,29641.3001144409,PV_SMALL_CNG,CNG,Exhaust,FC,19,16
array_x_20,18187.9479374981,PV_SMALL_CNG,CNG,Exhaust,FC,20,16
array_x_21,4263.71510106049,PV_SMALL_CNG,CNG,Exhaust,FC,21,16
array_x_22,863.946350057931,PV_SMALL_CNG,CNG,Exhaust,FC,22,16
array_x_23,132.277751686391,PV_SMALL_CNG,CNG,Exhaust,FC,23,16
array_x_24,16.8516148896207,PV_SMALL_CNG,CNG,Exhaust,FC,24,16
array_x_25,1.31452344028938,PV_SMALL_CNG,CNG,Exhaust,FC,25,16
array_x_26,0.068719057338902,PV_SMALL_CNG,CNG,Exhaust,FC,26,16
array_x_27,0.00229867727461039,PV_SMALL_CNG,CNG,Exhaust,FC,27,16
array_x_28,4.68219032737859e-05,PV_SMALL_CNG,CNG,Exhaust,FC,28,16
array_x_29,5.50799769847015e-07,PV_SMALL_CNG,CNG,Exhaust,FC,29,16
array_x_30,3.53669422087211e-09,PV_SMALL_CNG,CNG,Exhaust,FC,30,16
array_x_1,293190.303878741,PV_SMALL_CNG,CNG,Exhaust,FC,1,17
array_x_2,332791.961723739,PV_SMALL_CNG,CNG,Exhaust,FC,2,17
array_x_3,404466.738828016,PV_SMALL_CNG,CNG,Exhaust,FC,3,17
array_x_4,698725.688935217,PV_SMALL_CNG,CNG,Exhaust,FC,4,17
array_x_5,389891.530775103,PV_SMALL_CNG,CNG,Exhaust,FC,5,17
array_x_6,401866.132841192,PV_SMALL_CNG,CNG,Exhaust,FC,6,17
array_x_7,498071.937923165,PV_SMALL_CNG,CNG,Exhaust,FC,7,17
array_x_8,603241.688409779,PV_SMALL_CNG,CNG,Exhaust,FC,8,17
array_x_9,991799.353262884,PV_SMALL_CNG,CNG,Exhaust,FC,9,17
array_x_10,925149.992647594,PV_SMALL_CNG,CNG,Exhaust,FC,10,17
array_x_11,623217.712197043,PV_SMALL_CNG,CNG,Exhaust,FC,11,17
array_x_12,499355.106912489,PV_SMALL_CNG,CNG,Exhaust,FC,12,17
array_x_13,161105.514880097,PV_SMALL_CNG,CNG,Exhaust,FC,13,17
array_x_14,122390.142086909,PV_SMALL_CNG,CNG,Exhaust,FC,14,17
array_x_15,87222.2155319219,PV_SMALL_CNG,CNG,Exhaust,FC,15,17
array_x_16,60640.607195248,PV_SMALL_CNG,CNG,Exhaust,FC,16,17
array_x_17,36015.9625977366,PV_SMALL_CNG,CNG,Exhaust,FC,17,17
array_x_18,22789.022416524,PV_SMALL_CNG,CNG,Exhaust,FC,18,17
array_x_19,30852.0945223041,PV_SMALL_CNG,CNG,Exhaust,FC,19,17
array_x_20,18930.8932728311,PV_SMALL_CNG,CNG,Exhaust,FC,20,17
array_x_21,4437.88028211375,PV_SMALL_CNG,CNG,Exhaust,FC,21,17
array_x_22,899.237022373424,PV_SMALL_CNG,CNG,Exhaust,FC,22,17
array_x_23,137.681062654811,PV_SMALL_CNG,CNG,Exhaust,FC,23,17
array_x_24,16.6701511123353,PV_SMALL_CNG,CNG,Exhaust,FC,24,17
array_x_25,1.30036821597601,PV_SMALL_CNG,CNG,Exhaust,FC,25,17
array_x_26,0.0679790677415914,PV_SMALL_CNG,CNG,Exhaust,FC,26,17
array_x_27,0.00227392435545439,PV_SMALL_CNG,CNG,Exhaust,FC,27,17
array_x_28,4.63177094927506e-05,PV_SMALL_CNG,CNG,Exhaust,FC,28,17
array_x_29,5.44868575274921e-07,PV_SMALL_CNG,CNG,Exhaust,FC,29,17
array_x_30,3.49860992470071e-09,PV_SMALL_CNG,CNG,Exhaust,FC,30,17
array_x_1,276973.838321429,PV_SMALL_CNG,CNG,Exhaust,FC,1,18
array_x_2,314385.113633445,PV_SMALL_CNG,CNG,Exhaust,FC,2,18
array_x_3,382095.531961655,PV_SMALL_CNG,CNG,Exhaust,FC,3,18
array_x_4,660078.909288258,PV_SMALL_CNG,CNG,Exhaust,FC,4,18
array_x_5,368326.48412705,PV_SMALL_CNG,CNG,Exhaust,FC,5,18
array_x_6,379638.766466333,PV_SMALL_CNG,CNG,Exhaust,FC,6,18
array_x_7,470523.392423738,PV_SMALL_CNG,CNG,Exhaust,FC,7,18
array_x_8,569876.164606927,PV_SMALL_CNG,CNG,Exhaust,FC,8,18
array_x_9,936942.559435885,PV_SMALL_CNG,CNG,Exhaust,FC,9,18
array_x_10,873979.59992778,PV_SMALL_CNG,CNG,Exhaust,FC,10,18
array_x_11,588747.307034089,PV_SMALL_CNG,CNG,Exhaust,FC,11,18
array_x_12,471735.588855497,PV_SMALL_CNG,CNG,Exhaust,FC,12,18
array_x_13,152194.708490584,PV_SMALL_CNG,CNG,Exhaust,FC,13,18
array_x_14,115620.697472098,PV_SMALL_CNG,CNG,Exhaust,FC,14,18
array_x_15,82397.9221112541,PV_SMALL_CNG,CNG,Exhaust,FC,15,18
array_x_16,57286.5524910279,PV_SMALL_CNG,CNG,Exhaust,FC,16,18
array_x_17,34023.9062123346,PV_SMALL_CNG,CNG,Exhaust,FC,17,18
array_x_18,21528.5530482901,PV_SMALL_CNG,CNG,Exhaust,FC,18,18
array_x_19,29145.6536149036,PV_SMALL_CNG,CNG,Exhaust,FC,19,18
array_x_20,17883.8184730622,PV_SMALL_CNG,CNG,Exhaust,FC,20,18
array_x_21,4192.4194609669,PV_SMALL_CNG,CNG,Exhaust,FC,21,18
array_x_22,849.499885748302,PV_SMALL_CNG,CNG,Exhaust,FC,22,18
array_x_23,130.065871494331,PV_SMALL_CNG,CNG,Exhaust,FC,23,18
array_x_24,15.748118808497,PV_SMALL_CNG,CNG,Exhaust,FC,24,18
array_x_25,1.22844436274068,PV_SMALL_CNG,CNG,Exhaust,FC,25,18
array_x_26,0.064219120035048,PV_SMALL_CNG,CNG,Exhaust,FC,26,18
array_x_27,0.00214815274738167,PV_SMALL_CNG,CNG,Exhaust,FC,27,18
array_x_28,4.37558596268239e-05,PV_SMALL_CNG,CNG,Exhaust,FC,28,18
array_x_29,5.14731690230246e-07,PV_SMALL_CNG,CNG,Exhaust,FC,29,18
array_x_30,3.30510049893934e-09,PV_SMALL_CNG,CNG,Exhaust,FC,30,18
array_x_1,236260.149749947,PV_SMALL_CNG,CNG,Exhaust,FC,1,19
array_x_2,268172.165560249,PV_SMALL_CNG,CNG,Exhaust,FC,2,19
array_x_3,325929.510697263,PV_SMALL_CNG,CNG,Exhaust,FC,3,19
array_x_4,563050.802560798,PV_SMALL_CNG,CNG,Exhaust,FC,4,19
array_x_5,314184.440032709,PV_SMALL_CNG,CNG,Exhaust,FC,5,19
array_x_6,323833.876729293,PV_SMALL_CNG,CNG,Exhaust,FC,6,19
array_x_7,401358.943604908,PV_SMALL_CNG,CNG,Exhaust,FC,7,19
array_x_8,486107.384021984,PV_SMALL_CNG,CNG,Exhaust,FC,8,19
array_x_9,799216.96121541,PV_SMALL_CNG,CNG,Exhaust,FC,9,19
array_x_10,745509.223574061,PV_SMALL_CNG,CNG,Exhaust,FC,10,19
array_x_11,502204.568372731,PV_SMALL_CNG,CNG,Exhaust,FC,11,19
array_x_12,402392.953575775,PV_SMALL_CNG,CNG,Exhaust,FC,12,19
array_x_13,129822.891710826,PV_SMALL_CNG,CNG,Exhaust,FC,13,19
array_x_14,98625.0667734556,PV_SMALL_CNG,CNG,Exhaust,FC,14,19
array_x_15,70285.8635857782,PV_SMALL_CNG,CNG,Exhaust,FC,15,19
array_x_16,48865.7324179534,PV_SMALL_CNG,CNG,Exhaust,FC,16,19
array_x_17,29022.5720433409,PV_SMALL_CNG,CNG,Exhaust,FC,17,19
array_x_18,18363.9696727818,PV_SMALL_CNG,CNG,Exhaust,FC,18,19
array_x_19,24861.3967634952,PV_SMALL_CNG,CNG,Exhaust,FC,19,19
array_x_20,15254.9917932796,PV_SMALL_CNG,CNG,Exhaust,FC,20,19
array_x_21,3576.15598522035,PV_SMALL_CNG,CNG,Exhaust,FC,21,19
array_x_22,724.627897839724,PV_SMALL_CNG,CNG,Exhaust,FC,22,19
array_x_23,110.946876653911,PV_SMALL_CNG,CNG,Exhaust,FC,23,19
array_x_24,13.4332286779289,PV_SMALL_CNG,CNG,Exhaust,FC,24,19
array_x_25,1.04786954197376,PV_SMALL_CNG,CNG,Exhaust,FC,25,19
array_x_26,0.0547792492180529,PV_SMALL_CNG,CNG,Exhaust,FC,26,19
array_x_27,0.00183238566089109,PV_SMALL_CNG,CNG,Exhaust,FC,27,19
array_x_28,3.73239798044538e-05,PV_SMALL_CNG,CNG,Exhaust,FC,28,19
array_x_29,4.39068855570798e-07,PV_SMALL_CNG,CNG,Exhaust,FC,29,19
array_x_30,2.81926821518731e-09,PV_SMALL_CNG,CNG,Exhaust,FC,30,19
array_x_1,155352.507287777,PV_SMALL_CNG,CNG,Exhaust,FC,1,20
array_x_2,176336.205444171,PV_SMALL_CNG,CNG,Exhaust,FC,2,20
array_x_3,214314.461154316,PV_SMALL_CNG,CNG,Exhaust,FC,3,20
array_x_4,370233.211147935,PV_SMALL_CNG,CNG,Exhaust,FC,4,20
array_x_5,206591.507546009,PV_SMALL_CNG,CNG,Exhaust,FC,5,20
array_x_6,212936.480180267,PV_SMALL_CNG,CNG,Exhaust,FC,6,20
array_x_7,263912.97168561,PV_SMALL_CNG,CNG,Exhaust,FC,7,20
array_x_8,319639.181634499,PV_SMALL_CNG,CNG,Exhaust,FC,8,20
array_x_9,525523.914731876,PV_SMALL_CNG,CNG,Exhaust,FC,9,20
array_x_10,490208.472359693,PV_SMALL_CNG,CNG,Exhaust,FC,10,20
array_x_11,330223.861072859,PV_SMALL_CNG,CNG,Exhaust,FC,11,20
array_x_12,264592.883391857,PV_SMALL_CNG,CNG,Exhaust,FC,12,20
array_x_13,85364.8478254675,PV_SMALL_CNG,CNG,Exhaust,FC,13,20
array_x_14,64850.7648069166,PV_SMALL_CNG,CNG,Exhaust,FC,14,20
array_x_15,46216.3642344839,PV_SMALL_CNG,CNG,Exhaust,FC,15,20
array_x_16,32131.5890962452,PV_SMALL_CNG,CNG,Exhaust,FC,16,20
array_x_17,19083.748739028,PV_SMALL_CNG,CNG,Exhaust,FC,17,20
array_x_18,12075.2007287,PV_SMALL_CNG,CNG,Exhaust,FC,18,20
array_x_19,16347.5741718311,PV_SMALL_CNG,CNG,Exhaust,FC,19,20
array_x_20,10030.8969847378,PV_SMALL_CNG,CNG,Exhaust,FC,20,20
array_x_21,2351.49600702517,PV_SMALL_CNG,CNG,Exhaust,FC,21,20
array_x_22,476.477987926515,PV_SMALL_CNG,CNG,Exhaust,FC,22,20
array_x_23,72.9529524220437,PV_SMALL_CNG,CNG,Exhaust,FC,23,20
array_x_24,9.29389140353512,PV_SMALL_CNG,CNG,Exhaust,FC,24,20
array_x_25,0.724977290394622,PV_SMALL_CNG,CNG,Exhaust,FC,25,20
array_x_26,0.0378994808773152,PV_SMALL_CNG,CNG,Exhaust,FC,26,20
array_x_27,0.00126775131653177,PV_SMALL_CNG,CNG,Exhaust,FC,27,20
array_x_28,2.58229070141768e-05,PV_SMALL_CNG,CNG,Exhaust,FC,28,20
array_x_29,3.03773453142658e-07,PV_SMALL_CNG,CNG,Exhaust,FC,29,20
array_x_30,1.9505342503727e-09,PV_SMALL_CNG,CNG,Exhaust,FC,30,20
array_x_1,108377.847212045,PV_SMALL_CNG,CNG,Exhaust,FC,1,21
array_x_2,123016.606974864,PV_SMALL_CNG,CNG,Exhaust,FC,2,21
array_x_3,149511.200892872,PV_SMALL_CNG,CNG,Exhaust,FC,3,21
array_x_4,258284.073370553,PV_SMALL_CNG,CNG,Exhaust,FC,4,21
array_x_5,144123.472681725,PV_SMALL_CNG,CNG,Exhaust,FC,5,21
array_x_6,148549.886434072,PV_SMALL_CNG,CNG,Exhaust,FC,6,21
array_x_7,184112.379143237,PV_SMALL_CNG,CNG,Exhaust,FC,7,21
array_x_8,222988.395842211,PV_SMALL_CNG,CNG,Exhaust,FC,8,21
array_x_9,366618.804752102,PV_SMALL_CNG,CNG,Exhaust,FC,9,21
array_x_10,341981.85691998,PV_SMALL_CNG,CNG,Exhaust,FC,10,21
array_x_11,230372.536536085,PV_SMALL_CNG,CNG,Exhaust,FC,11,21
array_x_12,184586.702785024,PV_SMALL_CNG,CNG,Exhaust,FC,12,21
array_x_13,59552.6818100855,PV_SMALL_CNG,CNG,Exhaust,FC,13,21
array_x_14,45241.5374719945,PV_SMALL_CNG,CNG,Exhaust,FC,14,21
array_x_15,32241.7072575642,PV_SMALL_CNG,CNG,Exhaust,FC,15,21
array_x_16,22415.8110773347,PV_SMALL_CNG,CNG,Exhaust,FC,16,21
array_x_17,13313.3068862556,PV_SMALL_CNG,CNG,Exhaust,FC,17,21
array_x_18,8423.96613017388,PV_SMALL_CNG,CNG,Exhaust,FC,18,21
array_x_19,11404.4821471747,PV_SMALL_CNG,CNG,Exhaust,FC,19,21
array_x_20,6997.8080160487,PV_SMALL_CNG,CNG,Exhaust,FC,20,21
array_x_21,1640.4632240471,PV_SMALL_CNG,CNG,Exhaust,FC,21,21
array_x_22,332.403122916738,PV_SMALL_CNG,CNG,Exhaust,FC,22,21
array_x_23,50.89382893974,PV_SMALL_CNG,CNG,Exhaust,FC,23,21
array_x_24,6.48365423978526,PV_SMALL_CNG,CNG,Exhaust,FC,24,21
array_x_25,0.505762535683082,PV_SMALL_CNG,CNG,Exhaust,FC,25,21
array_x_26,0.0264396385977136,PV_SMALL_CNG,CNG,Exhaust,FC,26,21
array_x_27,0.000884415455435391,PV_SMALL_CNG,CNG,Exhaust,FC,27,21
array_x_28,1.8014714534147e-05,PV_SMALL_CNG,CNG,Exhaust,FC,28,21
array_x_29,2.11920061456005e-07,PV_SMALL_CNG,CNG,Exhaust,FC,29,21
array_x_30,1.36074213837542e-09,PV_SMALL_CNG,CNG,Exhaust,FC,30,21
array_x_1,85427.0882737109,PV_SMALL_CNG,CNG,Exhaust,FC,1,22
array_x_2,96965.8543098113,PV_SMALL_CNG,CNG,Exhaust,FC,2,22
array_x_3,117849.790202923,PV_SMALL_CNG,CNG,Exhaust,FC,3,22
array_x_4,203588.250764477,PV_SMALL_CNG,CNG,Exhaust,FC,4,22
array_x_5,113603.000426891,PV_SMALL_CNG,CNG,Exhaust,FC,5,22
array_x_6,117092.049601469,PV_SMALL_CNG,CNG,Exhaust,FC,6,22
array_x_7,145123.610312905,PV_SMALL_CNG,CNG,Exhaust,FC,7,22
array_x_8,175767.002811519,PV_SMALL_CNG,CNG,Exhaust,FC,8,22
array_x_9,288981.353680917,PV_SMALL_CNG,CNG,Exhaust,FC,9,22
array_x_10,269561.67732278,PV_SMALL_CNG,CNG,Exhaust,FC,10,22
array_x_11,181587.432494412,PV_SMALL_CNG,CNG,Exhaust,FC,11,22
array_x_12,145497.488265453,PV_SMALL_CNG,CNG,Exhaust,FC,12,22
array_x_13,46941.4399418058,PV_SMALL_CNG,CNG,Exhaust,FC,13,22
array_x_14,35660.9114748032,PV_SMALL_CNG,CNG,Exhaust,FC,14,22
array_x_15,25414.0051942366,PV_SMALL_CNG,CNG,Exhaust,FC,15,22
array_x_16,17668.9011720606,PV_SMALL_CNG,CNG,Exhaust,FC,16,22
array_x_17,10493.9992059629,PV_SMALL_CNG,CNG,Exhaust,FC,17,22
array_x_18,6640.05529477927,PV_SMALL_CNG,CNG,Exhaust,FC,18,22
array_x_19,8989.39892390095,PV_SMALL_CNG,CNG,Exhaust,FC,19,22
array_x_20,5515.90918704868,PV_SMALL_CNG,CNG,Exhaust,FC,20,22
array_x_21,1293.06865060957,PV_SMALL_CNG,CNG,Exhaust,FC,21,22
array_x_22,262.011394896111,PV_SMALL_CNG,CNG,Exhaust,FC,22,22
array_x_23,40.1162389663995,PV_SMALL_CNG,CNG,Exhaust,FC,23,22
array_x_24,5.29187765419165,PV_SMALL_CNG,CNG,Exhaust,FC,24,22
array_x_25,0.412797068123308,PV_SMALL_CNG,CNG,Exhaust,FC,25,22
array_x_26,0.021579702973917,PV_SMALL_CNG,CNG,Exhaust,FC,26,22
array_x_27,0.000721848854450215,PV_SMALL_CNG,CNG,Exhaust,FC,27,22
array_x_28,1.47033851226853e-05,PV_SMALL_CNG,CNG,Exhaust,FC,28,22
array_x_29,1.72966508733985e-07,PV_SMALL_CNG,CNG,Exhaust,FC,29,22
array_x_30,1.11062074701632e-09,PV_SMALL_CNG,CNG,Exhaust,FC,30,22
array_x_1,87089.7045032129,PV_SMALL_CNG,CNG,Exhaust,FC,1,23
array_x_2,98853.0426284214,PV_SMALL_CNG,CNG,Exhaust,FC,2,23
array_x_3,120143.430051761,PV_SMALL_CNG,CNG,Exhaust,FC,3,23
array_x_4,207550.566895075,PV_SMALL_CNG,CNG,Exhaust,FC,4,23
array_x_5,115813.987551077,PV_SMALL_CNG,CNG,Exhaust,FC,5,23
array_x_6,119370.941999034,PV_SMALL_CNG,CNG,Exhaust,FC,6,23
array_x_7,147948.064179541,PV_SMALL_CNG,CNG,Exhaust,FC,7,23
array_x_8,179187.85066424,PV_SMALL_CNG,CNG,Exhaust,FC,8,23
array_x_9,294605.624604373,PV_SMALL_CNG,CNG,Exhaust,FC,9,23
array_x_10,274807.994721925,PV_SMALL_CNG,CNG,Exhaust,FC,10,23
array_x_11,185121.559882337,PV_SMALL_CNG,CNG,Exhaust,FC,11,23
array_x_12,148329.218694644,PV_SMALL_CNG,CNG,Exhaust,FC,12,23
array_x_13,47855.0330591713,PV_SMALL_CNG,CNG,Exhaust,FC,13,23
array_x_14,36354.9584261271,PV_SMALL_CNG,CNG,Exhaust,FC,14,23
array_x_15,25908.6227487669,PV_SMALL_CNG,CNG,Exhaust,FC,15,23
array_x_16,18012.7804080239,PV_SMALL_CNG,CNG,Exhaust,FC,16,23
array_x_17,10698.2376243005,PV_SMALL_CNG,CNG,Exhaust,FC,17,23
array_x_18,6769.28671213156,PV_SMALL_CNG,CNG,Exhaust,FC,18,23
array_x_19,9164.35420853454,PV_SMALL_CNG,CNG,Exhaust,FC,19,23
array_x_20,5623.26202231637,PV_SMALL_CNG,CNG,Exhaust,FC,20,23
array_x_21,1318.23487092455,PV_SMALL_CNG,CNG,Exhaust,FC,21,23
array_x_22,267.110765672661,PV_SMALL_CNG,CNG,Exhaust,FC,22,23
array_x_23,40.8969972869736,PV_SMALL_CNG,CNG,Exhaust,FC,23,23
array_x_24,5.39487029797939,PV_SMALL_CNG,CNG,Exhaust,FC,24,23
array_x_25,0.420831090104177,PV_SMALL_CNG,CNG,Exhaust,FC,25,23
array_x_26,0.0219996958019215,PV_SMALL_CNG,CNG,Exhaust,FC,26,23
array_x_27,0.000735897766158537,PV_SMALL_CNG,CNG,Exhaust,FC,27,23
array_x_28,1.49895482967744e-05,PV_SMALL_CNG,CNG,Exhaust,FC,28,23
array_x_29,1.76332852248585e-07,PV_SMALL_CNG,CNG,Exhaust,FC,29,23
array_x_30,1.13223609310999e-09,PV_SMALL_CNG,CNG,Exhaust,FC,30,23
array_x_1,89939.9184911768,PV_SMALL_CNG,CNG,Exhaust,FC,1,24
array_x_2,102088.239331172,PV_SMALL_CNG,CNG,Exhaust,FC,2,24
array_x_3,124075.404409107,PV_SMALL_CNG,CNG,Exhaust,FC,3,24
array_x_4,214343.143955115,PV_SMALL_CNG,CNG,Exhaust,FC,4,24
array_x_5,119604.270790674,PV_SMALL_CNG,CNG,Exhaust,FC,5,24
array_x_6,123277.634880619,PV_SMALL_CNG,CNG,Exhaust,FC,6,24
array_x_7,152790.010129664,PV_SMALL_CNG,CNG,Exhaust,FC,7,24
array_x_8,185052.191591216,PV_SMALL_CNG,CNG,Exhaust,FC,8,24
array_x_9,304247.281755124,PV_SMALL_CNG,CNG,Exhaust,FC,9,24
array_x_10,283801.728195115,PV_SMALL_CNG,CNG,Exhaust,FC,10,24
array_x_11,191180.09530234,PV_SMALL_CNG,CNG,Exhaust,FC,11,24
array_x_12,153183.638816504,PV_SMALL_CNG,CNG,Exhaust,FC,12,24
array_x_13,49421.2007870076,PV_SMALL_CNG,CNG,Exhaust,FC,13,24
array_x_14,37544.7593518401,PV_SMALL_CNG,CNG,Exhaust,FC,14,24
array_x_15,26756.5429408109,PV_SMALL_CNG,CNG,Exhaust,FC,15,24
array_x_16,18602.2907178123,PV_SMALL_CNG,CNG,Exhaust,FC,16,24
array_x_17,11048.3624375294,PV_SMALL_CNG,CNG,Exhaust,FC,17,24
array_x_18,6990.82743023956,PV_SMALL_CNG,CNG,Exhaust,FC,18,24
array_x_19,9464.27910441999,PV_SMALL_CNG,CNG,Exhaust,FC,19,24
array_x_20,5807.29640577672,PV_SMALL_CNG,CNG,Exhaust,FC,20,24
array_x_21,1361.37718596585,PV_SMALL_CNG,CNG,Exhaust,FC,21,24
array_x_22,275.852589347443,PV_SMALL_CNG,CNG,Exhaust,FC,22,24
array_x_23,42.2354470428658,PV_SMALL_CNG,CNG,Exhaust,FC,23,24
array_x_24,5.57143002882547,PV_SMALL_CNG,CNG,Exhaust,FC,24,24
array_x_25,0.43460377042761,PV_SMALL_CNG,CNG,Exhaust,FC,25,24
array_x_26,0.0227196872298781,PV_SMALL_CNG,CNG,Exhaust,FC,26,24
array_x_27,0.000759981739330579,PV_SMALL_CNG,CNG,Exhaust,FC,27,24
array_x_28,1.54801162746133e-05,PV_SMALL_CNG,CNG,Exhaust,FC,28,24
array_x_29,1.82103756684229e-07,PV_SMALL_CNG,CNG,Exhaust,FC,29,24
array_x_30,1.16929116372561e-09,PV_SMALL_CNG,CNG,Exhaust,FC,30,24
